MOF,K_ethane (mol m-3 Pa-1),K_ethene (mol m-3 Pa-1),D_ethane_a (m2/s),D_ethane_b (m2/s),D_ethane_c (m2/s),D_ethane,D_ethene_a (m2/s),D_ethene_b (m2/s),D_ethene_c (m2/s),D_ethene,P_ethane,P_ethene,K(ea/ee),Score,¦Á,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,Has_OMS,SOCERE,A
NEYYIZ_clean,0.006001924,0.003985246,3.35E-13,0,5.58E-09,1.86E-09,1.75E-12,0,7.83E-09,2.61E-09,33326.11598,31056.16951,1.073091644,2.420936579,1.506036014,5.77965,3.26538,5.77965,0.966711,0,0,1318.69,1364.09,0.6446,0.666797,0,0,0,0
DITJOH_clean,0.011590891,0.007697859,1.08E-08,6.49E-09,0,5.76E-09,1.17E-08,8.11E-09,0,6.60E-09,199409.4581,151735.9073,1.314187668,2.734944379,1.50572919,19.43102,8.59079,19.40135,0.448746,1849.48,4121.45,0,0,0.824,1.83623,0.000445686,1,0,0
RAKMOF_clean,0.00981878,0.006523134,1.15E-16,1.09E-08,0,3.63E-09,1.54E-15,1.23E-08,0,4.10E-09,106492.2419,79835.38134,1.33389783,2.626272768,1.505224329,6.63021,4.74893,6.28969,1.14411,2264.35,1979.14,0,0,0.7132,0.623366,0,1,0,0
KEDJAG26_clean,0.01217224,0.008086761,9.78E-09,2.72E-08,0,1.23E-08,1.27E-08,4.20E-08,0,1.82E-08,447889.9853,440145.1012,1.017596206,2.871653007,1.505205854,5.76062,4.63585,5.58828,1.03565,3107.22,3000.25,0,0,0.7004,0.676287,0,0,0,0
PIYZAZ_clean,0.003468046,0.002305348,4.70E-08,0,0,1.57E-08,4.90E-08,0,0,1.63E-08,162187.2259,112400.0517,1.442946185,2.701120299,1.50434815,7.00061,5.66568,7.00061,1.03548,2663.91,2572.62,0,0,0.7414,0.715993,0,0,0,0
HOGJUK_clean,0.009373747,0.006234464,1.54E-10,0,6.21E-14,5.14E-11,3.12E-10,0,1.44E-12,1.04E-10,1436.954376,1944.408354,0.739018824,1.871442263,1.503536952,4.62158,3.54405,4.62158,1.37822,778.037,564.523,55.153,40.0175,0.5524,0.400807,0,0,0,0
ZIHTEP_clean,0.049378558,0.032844199,0,1.85E-09,0,6.17E-10,0,2.69E-09,0,8.97E-10,90895.85303,87911.33862,1.033949141,2.594786497,1.50341794,4.34589,3.49261,4.31959,1.10997,397.98,358.549,0,0,0.4276,0.385235,0,1,0,0
KEDJAG24_clean,0.012124128,0.008070724,8.81E-09,0,0,2.94E-09,1.17E-08,0,0,3.90E-09,106282.1569,93957.68239,1.131170482,2.623113823,1.502235487,5.73555,4.60029,5.7012,1.03985,3093.95,2975.36,0,0,0.6996,0.672786,0,0,0,0
VEHXEN_clean,0.00878037,0.005845562,7.94E-09,0,3.56E-09,3.83E-09,8.43E-09,0,5.14E-09,4.52E-09,100471.8955,78929.6282,1.272930049,2.615255782,1.502057458,9.30754,7.04491,9.30754,1.35949,2124.85,1562.97,0,0,0.7316,0.538142,0,1,0,0
KEDJAG03_clean,0.012128137,0.008074733,8.82E-09,2.37E-08,0,1.08E-08,1.17E-08,3.57E-08,0,1.58E-08,392444.7913,380838.1534,1.030476563,2.848840886,1.501986134,5.73609,4.60094,5.73609,1.03985,3094.03,2975.45,0,0,0.6998,0.672979,0,0,0,0
EDIKIL_clean,0.012164221,0.008098789,3.89E-09,0,0,1.30E-09,6.00E-09,0,0,0.000000002,47083.40268,48350.9791,0.973783852,2.479852164,1.501980234,4.99635,3.98785,4.76329,1.3412,2179.84,1625.29,0,0,0.601,0.448105,0,0,0,0
KEDJAG28_clean,0.01216823,0.008102798,1.14E-08,2.76E-08,0,0.000000013,1.42E-08,4.04E-08,0,1.82E-08,472199.9701,440211.7122,1.072665622,2.881468045,1.501731871,5.787,4.68615,5.787,1.03012,3120.56,3029.31,0,0,0.7,0.67953,0,0,0,0
TIQHEH_clean,0.045846364,0.030534841,1.82E-09,1.78E-09,0,1.20E-09,3.24E-09,3.28E-09,0,2.17E-09,164225.7815,198096.6799,0.829018344,2.695438794,1.501444334,4.93102,3.44222,4.63541,1.5902,461.876,290.452,0,0,0.3816,0.23997,0,0,0,0
EVOHOM_clean,0.006507096,0.004334055,1.69E-09,0,0,5.63E-10,2.78E-09,0,0,9.27E-10,10942.28084,11988.72925,0.912713984,2.225713978,1.5013875,3.57984,2.65551,3.56552,2.14715,0,0,65.0688,30.3047,0.4596,0.214051,0,1,0,0
KEDJAG22_clean,0.012116109,0.008070724,7.48E-09,0,0,2.49E-09,9.89E-09,0,0,3.30E-09,90177.60728,79422.34862,1.135418542,2.594622502,1.501241896,5.70452,4.56197,5.70452,1.04697,3123.81,2983.66,0,0,0.6974,0.666112,0,0,0,0
LUTZEH_clean,0.007786064,0.005188036,2.30E-09,2.31E-09,2.92E-09,2.51E-09,3.08E-09,3.09E-09,3.71E-09,3.29E-09,58337.37504,51002.78177,1.14380771,2.519067777,1.500772932,27.97153,12.56634,27.97011,0.560816,1424.55,2540.14,0,0,0.8216,1.46501,0,1,0,0
c5dt01100k_c5dt01100k2_clean,0.013675728,0.009117152,0,0,6.34E-10,2.11E-10,0,0,7.52E-10,2.51E-10,8627.275176,6821.988362,1.26462766,2.18866803,1.5,10.14478,9.16125,10.14478,1.64843,1361.9,826.183,0,0,0.588,0.356703,0,1,0,0
KEDJAG20_clean,0.012067998,0.008046668,6.35E-09,2.12E-08,0,9.18E-09,9.06E-09,2.44E-08,0,1.12E-08,330819.2487,267902.0013,1.234851726,2.821734815,1.499750953,5.67593,4.5303,5.67504,1.05131,3067.91,2918.19,0,0,0.6962,0.662224,0,0,0,0
ROQFUA06_clean,0.0145257,0.009686473,2.67E-16,2.53E-16,2.62E-16,2.61E-16,2.01E-15,2.11E-15,2.02E-15,2.05E-15,0.011302584,0.059179049,0.190989627,1.004893556,1.499586072,5.33889,2.80944,5.33889,0.990335,0,0,1042.29,1052.46,0.5704,0.575967,0,0,0,0
LARNEA_clean,0.146820624,0.097927191,4.82E-09,0,0,1.61E-09,5.97E-09,0,0,1.99E-09,704154.6345,581716.7465,1.210476815,2.952631044,1.499283524,4.57019,3.30547,4.02594,1.70236,0,0,854.913,502.194,0.4874,0.286309,0,1,0,0
QIVJAG_clean,0.010644696,0.007100473,2.40E-08,1.75E-08,2.93E-08,2.36E-08,2.49E-08,1.89E-08,3.19E-08,2.52E-08,749895.0018,534831.6479,1.402114113,2.966429113,1.499153085,6.03486,4.47657,5.9683,0.924756,2925.59,3163.63,0,0,0.7036,0.760849,0,1,0,0
KEDJAG18_clean,0.012035923,0.008030631,5.74E-09,2.17E-08,0,9.15E-09,8.32E-09,3.36E-08,0,1.40E-08,328622.614,334969.2055,0.981053209,2.817462108,1.498751842,5.65854,4.50803,5.65314,1.0548,3060.96,2901.94,0,0,0.6954,0.659272,0,0,0,0
KEDJAG02_clean,0.012023895,0.008030631,5.08E-09,2.16E-08,0,8.89E-09,7.61E-09,3.34E-08,0,1.37E-08,319201.511,327697.6889,0.974073123,2.8123341,1.497254076,5.64435,4.47405,5.63077,1.05807,3043.38,2876.34,0,0,0.6944,0.656287,0,0,0,0
KEDJAG16_clean,0.012031914,0.00803865,5.11E-09,2.11E-08,0,8.74E-09,7.58E-09,3.27E-08,0,1.34E-08,313787.5283,322185.8925,0.973933172,2.809360898,1.496758038,5.644,4.47445,5.6433,1.05807,3043.8,2876.74,0,0,0.6942,0.656098,0,0,0,0
ETUXEW_clean,0.069196536,0.046231257,0,0,3.28E-08,1.09E-08,0,0,2.96E-08,9.87E-09,2258354.608,1361637.022,1.658558464,3.162748401,1.496747882,4.30967,3.74181,4.30967,1.76757,1105.02,625.163,0,0,0.5662,0.320327,0,0,0,0
TASWAN_clean,0.04884933,0.032639724,4.01E-09,6.29E-09,0,3.43E-09,5.34E-09,7.41E-09,0,4.25E-09,500644.8746,414086.0507,1.209035836,2.893356206,1.49662203,7.61281,6.7795,7.61281,1.23616,1858.69,1503.6,0,0,0.6202,0.501716,0,1,0,0
KEDJAG14_clean,0.012023895,0.00803464,4.89E-09,0,0,1.63E-09,7.29E-09,0,0,2.43E-09,58504.32493,58281.12,1.003829798,2.51790674,1.496507,5.64072,4.46761,5.621,1.05911,3041.81,2872.03,0,0,0.6942,0.655454,0,0,0,0
VIQFIL_clean,0.007481357,0.004999599,0,0,2.06E-08,6.87E-09,0,0,2.18E-08,7.27E-09,153349.2082,108449.0131,1.414021241,2.690898335,1.496391411,7.52933,6.88879,7.52933,2.72981,1439.26,527.24,0,0,0.5772,0.211443,0,1,0,0
AYUJIP_clean,0.060484324,0.040421779,0,0,4.42E-12,1.47E-12,0,0,1.09E-11,3.63E-12,266.0106588,438.4053643,0.606768713,1.007416434,1.496330085,12.69936,7.89199,12.69936,1.08786,1666.19,1531.63,0,0,0.6204,0.570296,0,1,0,0
CUYVOI_clean,0.139708123,0.093448801,0,7.36E-30,0,2.45E-30,0,4.17E-25,0,1.39E-25,1.02E-15,3.88E-11,2.64E-05,1.004042875,1.495023173,4.52428,2.63151,4.52359,1.42517,0,0,335.952,235.727,0.4404,0.309015,0,0,0,0
OTODIM_clean,0.131100152,0.087691444,3.58E-18,0,0,1.19E-18,2.02E-17,0,0,6.73E-18,0.000467004,0.001762554,0.264958362,1.00526925,1.495016458,4.28775,2.92748,3.97402,1.31806,0,0,315,238.987,0.4786,0.363109,0,1,0,0
NEXVET_clean,0.009894956,0.006619357,2.87E-08,2.87E-08,2.87E-08,2.87E-08,3.29E-08,3.29E-08,3.30E-08,3.29E-08,847717.126,650738.7777,1.30269957,2.986174599,1.494851539,15.05129,7.94511,15.02301,0.572296,2220.51,3880.01,0,0,0.8096,1.41465,0,0,0,0
LAMHAI_clean,0.015572127,0.010420175,0,0,2.92E-08,9.73E-09,0,0,2.98E-08,9.93E-09,452443.889,308976.3333,1.46433186,2.879709459,1.494420871,5.00396,3.88434,5.00066,1.56799,698.006,445.161,0,0,0.506,0.322707,0,1,0,0
KEBDIG_charged,2.614200946,1.749526902,2.24E-08,0,0,7.47E-09,4.23E-08,0,0,1.41E-08,58266767.35,73636803.93,0.791272356,3.715087532,1.494233066,6.72563,5.57122,6.72563,1.15231,951.277,825.536,0,0,0.4938,0.428529,0,0,2,0
KEDJAG12_clean,0.011975784,0.008018603,6.65E-09,0,0,2.22E-09,1.08E-08,0,0,3.60E-09,79242.74985,86170.06209,0.919608829,2.569724327,1.493500052,5.63489,4.44582,5.40576,1.06079,3035.28,2861.33,0,0,0.6926,0.652908,0,0,0,0
LETQAE_clean,0.014040574,0.009401812,0,0,3.50E-10,1.17E-10,0,0,4.91E-10,1.64E-10,4889.752139,4593.323077,1.064534773,2.087436703,1.49339021,18.31927,17.55519,18.31927,0.940384,1367.76,1454.47,0,0,0.7778,0.827109,0,1,0,0
KEDJAG01_clean,0.011959747,0.008010585,5.59E-09,0,0,1.86E-09,6.19E-09,0,0,2.06E-09,66522.37386,49338.82701,1.348276355,2.544754916,1.492992959,5.62745,4.42901,5.626,1.06272,3032.17,2853.21,0,0,0.6922,0.651347,0,0,0,0
KEDJAG10_clean,0.011959747,0.008010585,5.59E-09,6.81E-21,0,1.86E-09,6.54E-09,6.08E-24,0,2.18E-09,66522.37386,52128.58299,1.276120893,2.543671182,1.492992959,5.6275,4.42824,5.62604,1.06272,3031.79,2852.86,0,0,0.692,0.651159,0,0,0,0
WIWQOI_clean,0.010612621,0.007112501,4.28E-08,5.35E-08,0,3.21E-08,4.42E-08,5.82E-08,0,3.41E-08,1016910.848,724696.6193,1.40322284,3.019360307,1.492108191,5.87719,4.74286,5.84645,1.30118,2520.95,1937.44,0,0,0.693,0.532594,0,0,0,0
MAXFIA_charged,0.243978029,0.163539411,0,0,5.46E-08,1.82E-08,0,0,5.46E-08,1.82E-08,13254925.75,8884827.702,1.491860754,3.466922478,1.491860754,4.61944,3.85024,4.61944,1.29704,1389.35,1071.17,0,0,0.5658,0.436222,0,1,2,0
CSCNCA01_clean,0.015932964,0.010680779,3.01E-12,3.01E-12,3.04E-12,3.02E-12,1.38E-11,1.38E-11,6.57E-12,1.14E-11,143.6344814,363.146486,0.395527664,1.006004189,1.491741754,5.91282,3.29453,5.91282,1.08284,0,0,1444.09,1333.61,0.634,0.585496,0,0,0,0
ROQNES04_clean,0.017312164,0.011606928,2.55E-16,2.06E-16,2.51E-16,2.37E-16,2.10E-15,2.14E-15,2.09E-15,2.11E-15,0.012264936,0.073106323,0.167768473,1.004781231,1.491537123,5.32216,2.81722,5.32216,0.999305,0,0,1054.92,1055.65,0.5618,0.562191,0,0,0,0
WIWQUO_clean,0.01119397,0.007505413,4.28E-08,0,5.57E-08,3.28E-08,4.44E-08,0,5.62E-08,3.35E-08,1097120.443,751288.1073,1.460319193,3.033515277,1.491452902,5.86317,4.77379,5.86317,1.51311,2502.33,1653.77,0,0,0.691,0.456676,0,0,0,0
PIBNUK_clean,0.007264854,0.004871301,2.50E-09,2.01E-09,1.86E-09,2.12E-09,2.67E-09,2.65E-09,2.65E-09,2.66E-09,46046.88555,38631.1134,1.191963718,2.478595133,1.491358058,15.38411,14.18619,15.38378,0.422713,1393.02,3295.43,0,0,0.8378,1.98196,0,1,0,0
PIBNUK01_clean,0.007252827,0.004863283,2.02E-09,2.31E-09,1.74E-09,2.02E-09,2.93E-09,3.29E-09,2.46E-09,2.89E-09,43805.63173,42003.28004,1.042909784,2.468083178,1.49134381,15.37191,14.18335,15.35887,0.42304,1389.84,3285.35,0,0,0.8366,1.97759,0,1,0,0
UGUHEK_clean,0.006110176,0.004097506,1.15E-08,0,0,3.83E-09,1.13E-08,0,0,3.77E-09,69917.43682,46071.4605,1.517586724,2.556274092,1.491193912,4.77594,4.10655,4.77594,1.75746,691.545,393.492,145.139,82.5845,0.5694,0.323991,0,1,0,0
HEX0O_clean,0.046078903,0.030907706,0,1.92E-10,0,6.40E-11,0,2.82E-10,0,9.40E-11,8803.133707,8672.610042,1.015050102,2.189010945,1.490854837,4.16458,2.90509,4.16458,1.28372,0,0,255.477,199.013,0.4958,0.38622,0,1,0,0
KEDJAG08_clean,0.011891588,0.00797851,4.17E-09,2.12E-08,0,8.46E-09,9.48E-09,3.23E-08,0,1.39E-08,300188.6443,331683.7292,0.90504483,2.8009516,1.490452227,5.61357,4.40385,5.61357,1.06606,3021.96,2834.71,0,0,0.6918,0.648934,0,0,0,0
KEDJAG_clean,0.011891588,0.00797851,4.04E-09,0,0,1.35E-09,9.51E-09,0,0,3.17E-09,47803.00052,75498.1394,0.633167928,2.479396892,1.490452227,5.61338,4.40406,5.55816,1.06606,3021.98,2834.73,0,0,0.6918,0.648934,0,0,0,0
KEDJAG06_clean,0.011815412,0.007934408,3.65E-09,2.02E-08,0,7.95E-09,8.43E-09,2.74E-08,0,1.19E-08,280395.5982,282875.4613,0.991233375,2.790001941,1.489135925,5.60157,4.39581,5.5618,1.06802,3018.73,2826.48,0,0,0.6908,0.646807,0,0,0,0
ROQFUA05_clean,0.014257076,0.009582231,1.54E-16,1.41E-16,1.50E-16,1.48E-16,2.25E-15,1.68E-15,1.60E-15,1.84E-15,0.006312835,0.052726107,0.119728822,1.004556972,1.48786603,5.30302,2.798,5.30302,0.993255,0,0,1027.3,1034.28,0.57,0.573871,0,0,0,0
NAHGUB_clean,0.08076738,0.054297971,0,0,1.73E-14,5.77E-15,0,0,2.11E-13,7.03E-14,1.390324054,11.39987252,0.121959614,1.00456715,1.487484311,4.04117,2.88043,3.98198,1.42843,0,0,451.191,315.864,0.5046,0.353254,0,1,0,0
POKVUI_clean,0.019705717,0.013250742,2.08E-08,0,0,6.93E-09,1.95E-08,0,0,6.50E-09,407839.715,257103.9493,1.586283354,2.863946981,1.487140645,4.03047,2.98599,4.0072,1.9449,0,0,225.384,115.885,0.3806,0.195691,0,1,0,0
KEDJAG04_clean,0.011759282,0.007910352,3.54E-09,5.09E-22,0,1.18E-09,7.40E-09,0,0,2.47E-09,41420.75451,58245.37791,0.711142343,2.455119556,1.486568739,5.58759,4.3837,5.56019,1.07026,3013.15,2815.34,0,0,0.6894,0.644141,0,0,0,0
MODMIB_clean,0.014886537,0.010019245,1.14E-09,0,2.09E-09,1.08E-09,3.37E-09,0,3.41E-09,2.26E-09,47844.29304,67592.51851,0.707834152,2.480137221,1.485794289,4.79205,3.60409,4.64994,1.39523,1791.62,1284.1,0,0,0.6494,0.465443,0,0,0,0
DITJIB_clean,0.009762649,0.006571245,6.14E-09,4.88E-09,0,3.67E-09,6.98E-09,5.55E-09,0,4.18E-09,107049.1462,81928.05955,1.306623724,2.626765982,1.485662002,20.3631,9.01147,20.3631,0.521418,1774.76,3403.71,0,0,0.8332,1.59795,0,1,0,0
WILREO_clean,0.009040975,0.00608612,1.94E-08,2.29E-08,4.37E-08,2.87E-08,2.05E-08,2.41E-08,5.63E-08,3.36E-08,773655.5721,611034.3363,1.266140912,2.969759317,1.485507187,6.22413,4.97143,6.22113,1.10896,2859.64,2578.66,0,0,0.7412,0.668372,0,1,0,0
CUSZEX_clean,0.090393713,0.060873226,0,0,3.75E-12,1.25E-12,0,0,2.14E-11,7.13E-12,337.2899739,1296.206006,0.260213247,1.005244306,1.484950264,4.67101,3.44264,4.47333,0.835534,2247.71,2690.15,0,0,0.666,0.797095,0,0,0,0
QUHMOX_clean,0.141039211,0.095052522,0,0,3.31E-10,1.10E-10,0,0,7.12E-10,2.37E-10,46451.72024,67340.6922,0.689801645,2.474859252,1.483802934,4.58402,3.20914,4.58402,3.25207,0,0,275.13,84.6014,0.3406,0.104733,0,1,0,0
OYERER_clean,0.008928715,0.006017962,1.17E-13,0,9.68E-14,7.13E-14,1.25E-12,0,9.23E-13,7.24E-13,1.899461957,13.01197157,0.145978029,1.004678173,1.483677531,14.32515,11.45272,14.00664,0.462369,2190.15,4736.81,0,0,0.8394,1.81543,0,1,0,0
YIWLEV_clean,0.007741961,0.005220111,4.06E-08,0,0,1.35E-08,4.14E-08,0,0,1.38E-08,312759.8175,215037.4084,1.454443764,2.815395922,1.483102754,6.84017,5.52979,6.84017,1.2226,2050,1676.76,0,0,0.7014,0.573697,0,0,0,0
OPAMOI_clean,0.019986368,0.013479272,5.03E-14,0,0,1.68E-14,3.16E-13,0,0,1.05E-13,1.000312747,4.238258659,0.236019749,1.00511895,1.482748326,4.34496,3.46478,4.34496,1.66467,999.374,600.345,0,0,0.5336,0.320544,0,1,0,0
JOKXEM10_clean,0.022993345,0.015507979,0,0,3.75E-08,1.25E-08,0,0,4.04E-08,1.35E-08,857960.6343,623405.325,1.376248485,2.989396378,1.482678368,4.65592,3.94576,4.65486,1.57353,726.043,461.41,0,0,0.5,0.317757,0,1,0,0
BAZFUF01_clean,0.008672119,0.005849571,3.16E-08,3.14E-08,3.11E-08,3.14E-08,3.51E-08,3.56E-08,3.51E-08,3.53E-08,811986.4656,615805.5839,1.318576003,2.978931766,1.482522223,20.14565,8.54605,20.14565,0.342062,1831.33,5353.8,0,0,0.863,2.52293,0,1,0,0
HAFTOZ_clean,0.012565151,0.008479673,7.62E-09,0,0,2.54E-09,8.83E-09,0,0,2.94E-09,95270.10012,74502.9976,1.278741838,2.606104747,1.481796645,15.37241,7.5238,15.37241,0.554007,2040.18,3682.59,0,0,0.7832,1.4137,0,0,0,0
acscombsci.5b00188_5020072_clean,0.008090771,0.005460669,2.11E-08,1.74E-08,8.56E-09,1.57E-08,2.55E-08,2.18E-08,1.02E-08,1.92E-08,378857.3963,312426.3358,1.212629516,2.844983365,1.481644648,14.46967,11.94118,14.45544,0.429595,1931.96,4497.16,0,0,0.8224,1.91436,0,0,0,0
PUMDIM_clean,0.460696817,0.310973458,0,0,1.86E-19,6.20E-20,0,0,2.50E-17,8.33E-18,8.53E-05,0.007735658,0.011022112,1.004087575,1.481466682,7.80071,4.22996,5.62381,1.22507,393.72,321.387,874.299,713.674,0.564,0.460383,0,1,0,0
CIWZEP_clean,0.207713896,0.140229332,1.47E-20,0,0,4.90E-21,3.74E-18,0,0,1.25E-18,3.04E-06,0.000521848,0.005822003,1.004066374,1.481244281,6.72158,5.37996,6.72158,1.16391,939.134,806.877,0,0,0.5184,0.445394,0,0,0,0
ZELROZ_manual,0.006615348,0.004466362,4.31E-09,0,0,1.44E-09,6.13E-09,0,0,2.04E-09,28370.29839,27242.58613,1.041395198,2.392599399,1.481149087,16.90888,11.06843,16.90888,0.361932,1789.5,4944.29,0,0,0.8714,2.40763,0,0,0,0
ERIRIG_auto,0.009024938,0.006094138,2.99E-09,0,2.11E-08,8.03E-09,4.42E-09,0,2.49E-08,9.77E-09,216329.1109,177791.1703,1.216759586,2.7476953,1.480921174,11.67849,9.57613,11.66558,0.426775,2035.73,4770.02,0,0,0.8318,1.94903,0,0,0,0
RASGAT_clean,0.009333654,0.006302622,1.83E-08,0,4.51E-09,7.60E-09,2.06E-08,0,5.54E-09,8.71E-09,211841.4405,163930.8847,1.292260705,2.745124122,1.480916038,7.32111,5.46808,7.222,1.5718,2726.03,1734.34,0,0,0.7354,0.467871,0,1,0,0
JOKXEM_clean,0.022981317,0.015524016,0,0,3.75E-08,1.25E-08,0,0,4.04E-08,1.35E-08,857511.8284,624049.9964,1.374107577,2.989271243,1.480371896,4.6554,3.9457,4.65434,1.57353,726.052,461.416,0,0,0.5004,0.318011,0,1,0,0
ROQFUA04_clean,0.014048593,0.009490017,5.35E-17,5.30E-17,5.85E-17,5.50E-17,7.26E-16,7.93E-16,7.29E-16,7.49E-16,0.002306485,0.021227421,0.108655941,1.004506792,1.480354882,5.27507,2.77816,5.27507,0.996978,0,0,1010.45,1013.51,0.5684,0.570123,0,0,0,0
BAZFUF_clean,0.008531794,0.005765376,3.13E-08,3.07E-08,3.19E-08,3.13E-08,3.53E-08,3.40E-08,3.49E-08,3.47E-08,797149.7081,597763.3624,1.333553975,2.975956261,1.479833059,20.24597,8.58384,20.24597,0.340053,1825.41,5368.02,0,0,0.8648,2.54313,0,1,0,0
VUNHAO_clean,0.008587924,0.005805469,2.11E-08,8.98E-09,8.02E-09,1.27E-08,2.32E-08,1.67E-08,8.16E-09,1.60E-08,325572.0442,277622.7265,1.17271395,2.818120011,1.479281691,8.87764,7.99015,8.87736,0.6011,2717.65,4521.13,0,0,0.7556,1.25703,0,1,0,0
HIWLEG_clean,0.029115548,0.019685671,0,0,7.85E-26,2.62E-26,0,0,4.04E-23,1.35E-23,2.27E-12,7.91E-10,0.002873843,1.004054403,1.479022381,4.25056,2.77423,4.25056,1.56942,0,0,954.959,608.478,0.6002,0.382433,0,0,0,0
EFOTAV_clean,0.010311924,0.006980194,4.03E-08,8.24E-09,6.01E-08,3.62E-08,4.77E-08,1.22E-08,6.36E-08,4.12E-08,1114713.854,857765.1333,1.299556033,3.033692891,1.477311949,5.43531,4.50362,5.41958,2.18747,2824.93,1291.41,0,0,0.6522,0.298153,0,1,0,0
XAQTEO01_clean,0.122355866,0.08289231,5.39E-25,0,7.77E-11,2.59E-11,2.97E-22,0,2.47E-10,8.23E-11,9459.752028,20372.53788,0.464338419,2.196783789,1.476082232,4.59416,3.14542,4.59416,1.9889,0,0,689.548,346.699,0.4992,0.250993,0,1,0,0
GULPIN_clean,0.124937856,0.084652394,4.05E-08,0,0,1.35E-08,4.65E-08,0,0,1.55E-08,5034809.122,3916752.558,1.28545499,3.295413119,1.475892767,4.25802,3.49743,4.22359,1.39734,591.978,423.648,0,0,0.4574,0.327337,0,1,0,0
YARZEZ02_clean,0.008307273,0.005629059,4.69E-08,3.21E-08,4.23E-08,4.04E-08,5.40E-08,3.44E-08,4.85E-08,4.56E-08,1002658.92,766784.2558,1.307615425,3.015408804,1.475783608,7.33631,5.31685,7.33003,0.762014,2989.95,3923.75,0,0,0.7604,0.997882,0,0,0,0
PACZOK_clean,0.006442948,0.004366129,1.61E-08,1.98E-08,1.82E-08,1.80E-08,1.80E-08,2.51E-08,2.17E-08,2.16E-08,346829.3401,281517.5713,1.231998907,2.829905245,1.475665973,14.42262,6.94223,14.41025,1.08844,2172.35,1995.84,0,0,0.7086,0.651024,0,1,0,0
ja809985t_si_002_clean,0.008287226,0.005617032,1.38E-08,0,0,4.60E-09,1.75E-08,0,0,5.83E-09,113794.7451,97809.01493,1.163438208,2.63538946,1.475374539,22.77836,8.92569,22.41884,0.406231,1793.65,4415.34,0,0,0.8602,2.11751,0,0,0,0
ic101935f_si_002_auto,0.00803865,0.00545265,5.34E-09,1.89E-08,4.90E-09,9.71E-09,6.03E-09,2.31E-08,7.95E-09,1.24E-08,233080.8567,201178.3701,1.158578114,2.759880479,1.474264807,13.52781,8.78691,13.51433,0.408029,2079.05,5095.35,0,0,0.8498,2.08269,0,0,0,0
JALLEQ_clean,0.006062064,0.004113543,2.77E-09,2.77E-09,2.75E-09,2.76E-09,4.06E-09,4.03E-09,4.00E-09,4.03E-09,50004.48812,49485.30833,1.010491595,2.490708881,1.473684364,20.72686,7.8738,20.45456,0.987929,1836.17,1858.6,0,0,0.7646,0.773942,0.000202444,1,0,0
LATCEO_clean,0.008114826,0.00550878,4.74E-09,0,0,1.58E-09,7.19E-09,0,0,2.40E-09,38272.91069,39411.07284,0.971120752,2.443833154,1.473071352,5.87388,4.8832,5.87388,1.09727,2738.31,2495.57,0,0,0.732,0.667111,0,1,0,0
c6cc00589f_c6cc00589f3_clean,0.008106808,0.005504771,4.07E-09,7.67E-09,2.97E-09,4.90E-09,4.73E-09,9.35E-09,3.77E-09,5.95E-09,118657.8564,97771.30582,1.213626589,2.643325217,1.472687601,8.87015,7.61141,8.84647,0.61411,2422.25,3944.33,0,0,0.804,1.30921,0,0,0,0
CUSXOE_clean,0.005885655,0.003997274,2.47E-10,0,0,8.23E-11,4.94E-10,0,0,1.65E-10,1446.524164,1964.82921,0.736208601,1.872571593,1.472417202,17.97302,15.80148,17.15199,0.243844,1288.51,5284.15,0,0,0.909,3.72779,0,1,0,0
ROQNES03_clean,0.016285783,0.011061663,5.57E-17,6.37E-17,6.21E-17,6.05E-17,7.70E-16,7.96E-16,7.68E-16,7.78E-16,0.002941164,0.025689474,0.114489062,1.004533158,1.472272569,5.26218,2.78641,5.26218,1.00261,0,0,1025.17,1022.5,0.5608,0.559337,0,0,0,0
LEJCEK_clean,0.007100473,0.00482319,9.21E-09,0,0,3.07E-09,1.12E-08,0,0,3.73E-09,65070.0063,53750.97313,1.210582851,2.538917605,1.47215287,17.20124,11.68232,17.20124,0.334035,1916.36,5737,0,0,0.8616,2.57937,0,0,0,0
WILRIS_clean,0.007184668,0.004883329,1.29E-08,0,0,4.30E-09,1.37E-08,5.88E-23,0,4.57E-09,92221.11164,66568.76348,1.385351129,2.602087968,1.471264377,6.18287,5.26913,6.08331,1.06646,2702.71,2534.28,0,0,0.743,0.696696,0,1,0,0
SETDUS_clean,0.236364365,0.160660733,0,0,3.39E-08,1.13E-08,0,0,3.46E-08,1.15E-08,7972887.536,5531205.335,1.441437635,3.377734098,1.471201834,4.71148,4.0993,4.71148,1.05303,1402.23,1331.61,0,0,0.6032,0.572822,0,1,2,0
ja074366osi20070816_031204_clean,0.008279208,0.005629059,1.39E-08,0,0,4.63E-09,1.58E-08,0,0,5.27E-09,114508.449,88496.64896,1.293929774,2.638279355,1.470797872,15.02646,7.9821,15.02646,0.595037,2203.3,3702.8,0,0,0.8104,1.36193,0,0,0,0
GAPDUX_clean,0.174821586,0.118895838,0,2.56E-11,0,8.53E-12,0,1.03E-10,0,3.43E-11,4453.166768,12185.34459,0.365452674,2.065293885,1.470375994,4.39272,3.14854,4.18817,1.64307,0,0,465.773,283.478,0.4746,0.28885,0,1,0,0
