dimensions, bond type, name,H2,CH4,a,Kh_H2,Kh_CH4,DCH4,DH2,k(CH4/H2),aIM(CH4/H2),aIM(H2/CH4),kIM(CH4/H2),kIM(H2/CH4),MPS,#VALUE!,score,rmps,mps,PH2,PCH4,aIM, void fraction [widom], supercell volume [A^3], density [kg/m^3], surface area [m^2/g], deliverable capacity [v STP/v],dimensions, num carbon, num fluorine, num hydrogen, num nitrogen, num oxygen, num sulfur, num silicon, vertices, edges, genus, largest included sphere diameter [A], largest free sphere diameter [A], largest included sphere along free sphere path diameter [A],0,,
2, amide, linker99_CO_linker49_NH_sql_relaxed,0.767644,0.45193,5.887234187,0.0489605,0.305624,8.26E-08,4.73E-07,1.028554632,6.242256513,0.160198479,1.090580338,0.916942994,77541582,81854990.74,3.762230621,-1.02E+11,82217630.53,69127305.59,75388880.29,6.24E+00,0.818216,27983.35288,434.75171,5394.46,183.5428514,2,384,0,216,96,72,0,0,1,1,0,11.7613,9.58467,11.71387,777,0.077933801,2
3, imine, linker105_N_linker9_CH_cds_relaxed_interp_2,0.719242,0.402346,5.594028157,0.0475306,0.290817,8.41E-08,3.30E-07,1.425300849,6.118521542,0.163438176,1.55893637,0.641462999,104001161.7,113251936.8,3.762066972,-98658005748,113752260.5,46806186.31,72967866.21,6.12E+00,0.75849,31320.2169,422.9355976,5508.16,160.5979704,3,512,0,416,64,32,0,0,1,2,3,10.4472,7.32265,9.58999,778,0.078034102,2
2, CC, linker91_C_linker69_C_tts-a_relaxed,0.730987,0.439855,6.017275273,0.04683,0.283679,8.86E-08,4.91E-07,1.085991879,6.057633995,0.165080954,1.093275781,0.914682295,81476197.43,81659375.35,3.762057872,-1.01E+11,82022669.89,68623750.06,75024683.92,6.06E+00,0.786937,56065.03932,458.8705301,5343.45,168.84106,2,720,0,360,360,90,0,0,3,5,0,16.07128,14.14702,16.07128,779,0.078134403,2
2, CC, linker91_C_linker59_C_cem-a_relaxed,0.763128,0.390025,5.110872619,0.0476695,0.265535,9.58E-08,5.49E-07,0.891226139,5.570333232,0.179522473,0.971346177,1.029499084,67652490.36,80117780.98,3.761975092,-1.03E+11,73734358.76,78148714.25,75909454.83,5.57E+00,0.83807,109348.0555,393.9809847,6195.62,172.7110158,2,1260,0,720,720,0,0,0,3,5,0,14.40949,11.35776,14.19995,780,0.078234704,2
2, CC, linker91_C_linker71_C_hcb_relaxed,0.7529,0.418715,5.561362731,0.0468588,0.265305,9.48E-08,4.93E-07,1.069050839,5.661796717,0.176622378,1.088357085,0.918816089,80246241.81,81333602.81,3.761945559,-1.02E+11,81695427.98,68969159.75,75063073.63,5.66E+00,0.803252,21763.21266,475.5595379,5379.54,175.0841083,2,252,0,108,180,36,0,0,1,1,0,8.35283,6.8106,8.3528,781,0.078335005,2
2, CC, linker91_C_linker41_C_kgd-a_relaxed,0.793952,0.558951,7.040110737,0.0498316,0.478736,5.21E-08,3.15E-07,1.166552738,9.607076634,0.104089937,1.591901317,0.628179642,86889903.19,118060821.7,3.761806918,-1.01E+11,118571708.6,46789541.97,74484333.48,9.61E+00,0.848294,35017.03425,433.1205181,5791.26,175.9009604,2,486,0,162,162,54,0,0,2,3,0,12.24343,8.75104,12.24341,782,0.078435306,2
3, amide, linker105_NH_linker7_CO_cds_relaxed_interp_2,0.703706,0.630607,8.961228127,0.0471776,0.465055,5.31E-08,3.71E-07,1.283882138,9.857538323,0.101445205,1.412297198,0.708066263,94728251.31,103745245,3.761778684,-99770114759,104203057.3,52243019.01,73782669.38,9.86E+00,0.710407,28738.56601,520.0942364,4204.62,143.3873593,3,512,0,416,64,96,0,0,1,2,3,9.28033,6.36454,9.28033,783,0.078535607,2
2, amine, linker99_CH2_linker57_NH_sql_relaxed,0.724526,0.411799,5.683702172,0.0456074,0.278138,8.94E-08,4.22E-07,1.203272403,6.09852787,0.163973999,1.291093386,0.774537311,89319770.6,95416602.15,3.761699916,-1.00E+11,95838784.98,57494458.28,74230714.83,6.10E+00,0.78379,27320.05222,404.5102825,5744.08,176.6238877,2,384,0,312,96,24,0,0,1,1,0,11.76127,10.42369,11.76127,784,0.078635908,2
3, CC, linker105_C_linker61_C_unc_relaxed,0.768231,0.781369,10.17101627,0.051605,0.558429,4.28E-08,2.68E-07,1.620458565,10.82121887,0.092411032,1.724049627,0.580029707,115540034.1,122379038.9,3.761675667,-96390127870,122926162.3,41356597.18,71300825.94,1.08E+01,0.73994,34269.46904,571.1501005,5213.47,161.5234,3,640,0,384,192,64,0,0,1,2,5,6.72059,6.22863,6.70073,785,0.078736209,2
3, imine, linker98_CH_linker7_N_dmp_relaxed,0.704287,0.456103,6.476095683,0.0492919,0.475726,5.18E-08,2.57E-07,1.305426052,9.651200299,0.103614055,1.945451229,0.514019568,96027253.4,142495185.8,3.761571718,-99467549917,143107560.8,37811323.91,73560086.57,9.65E+00,0.846933,87251.66811,282.3082298,5242.63,130.5136763,3,1024,0,736,128,0,0,0,1,2,5,22.3206,21.78037,22.28843,786,0.07883651,2
2, mixed, linker99_CH_linker92_N_pnd_relaxed,0.835654,0.493642,5.907253481,0.0526328,0.316864,7.90E-08,4.34E-07,1.075936989,6.02027633,0.166105332,1.096522776,0.911973761,80406661,81580927.27,3.761258462,-1.01E+11,81945073.03,68153400.97,74731756.44,6.02E+00,0.859463,43281.66114,387.1736791,6185.52,190.6754935,2,720,0,432,72,0,0,0,2,2,0,9.10784,6.76501,8.33264,787,0.07893681,2
2, CC, linker101_C_linker87_C_kgm_relaxed,0.75345,0.512345,6.799986728,0.0488201,0.309538,8.13E-08,5.58E-07,0.990252854,6.340380294,0.157719246,0.923322343,1.083045382,74376790.2,87764294.23,3.76115932,-1.02E+11,69349714.02,81346333.75,75108887.5,6.34E+00,0.827921,55081.12427,360.7498193,6388.17,172.102741,2,864,0,576,72,0,0,0,1,1,0,17.17763,14.95811,17.15698,788,0.079037111,2
3, CC, linker103_C_linker83_C_qzd_relaxed,0.755814,0.752806,9.960201849,0.0470371,0.490318,4.31E-08,1.86E-07,2.314919791,10.42406951,0.095931824,2.4227305,0.412757424,146194575.3,152265911.2,3.761087557,-85331651584,153003165.9,26066949.08,63153192.58,1.04E+01,0.726233,46516.5141,548.0636848,4505.47,149.8767137,3,1107,0,540,108,0,0,0,1,2,4,8.20825,6.33851,8.1828,789,0.079137412,2
2, amide, linker99_CO_linker3_NH_sql_relaxed,0.768382,0.404849,5.26885065,0.0485567,0.273291,9.20E-08,4.94E-07,0.980896489,5.628286107,0.177673981,1.047812218,0.954369479,73648214.91,78322860.18,3.760997058,-1.02E+11,78672418.76,71656499.17,75082555.3,5.63E+00,0.83932,27621.10109,362.5289452,7152.64,179.5637337,2,360,0,264,48,48,0,0,1,1,0,11.23006,7.99101,11.23006,790,0.079237713,2
3, CC, linker106_C_linker45_C_qtz_relaxed,0.697646,0.716231,10.26639585,0.0461805,0.527726,3.65E-08,1.42E-07,2.643475109,11.42746397,0.08750848,2.942436374,0.339854418,152144391,168478682.4,3.760881637,-77748128836,169351014,19560215.73,57554690.23,1.14E+01,0.680763,47847.54386,582.8273133,4386.42,141.5332862,3,1008,0,648,288,0,0,0,1,1,4,6.90546,6.56546,6.9054,791,0.079338014,2
3, CC, linker103_C_linker2_C_qzd_relaxed,0.748045,0.538243,7.195329158,0.0469469,0.356981,6.87E-08,3.78E-07,1.308806803,7.60393125,0.131510921,1.383130185,0.722997742,95853846.32,100848205,3.760858934,-99031214191,101297111.1,52950606.82,73237582.59,7.60E+00,0.761291,47318.66786,470.4855728,5019.99,171.0527751,3,999,0,540,0,54,0,0,1,2,4,9.84138,7.3216,9.83222,792,0.079438315,2
2, CC, linker91_C_linker70_C_hnb_relaxed,0.66325,0.372514,5.616494534,0.0424316,0.271044,9.16E-08,4.47E-07,1.150411676,6.387786461,0.156548752,1.308393355,0.764296147,85265553.18,96547485.59,3.760741232,-1.00E+11,96974748.73,56647663.72,74117426.8,6.39E+00,0.738905,51406.82219,442.2595977,5106.91,146.5338554,2,576,0,432,288,144,0,0,2,2,0,14.56396,13.34649,14.56396,793,0.079538616,2
2, CC, linker91_C_linker65_C_cem-a_relaxed,0.764745,0.472845,6.183041406,0.048298,0.331652,7.61E-08,5.25E-07,0.895608207,6.866785374,0.14562855,0.99464793,1.005380869,67474692.72,75817190.69,3.760709171,-1.02E+11,74936297.95,75744912.39,75339520.33,6.87E+00,0.819321,110132.4923,488.8571469,5100.09,164.353951,2,1440,0,0,1080,0,0,0,3,5,0,11.93403,8.73826,11.93403,794,0.079638917,2
3, CC, linker107_C_linker94_C_hst_relaxed_interp_2,0.791059,0.561496,7.098029351,0.0486725,0.406863,6.03E-08,3.28E-07,1.303224837,8.359196672,0.11962872,1.534779892,0.651559227,95394366.61,111850483.7,3.760683383,-98979048910,112343896.1,47693289.74,73198702.09,8.36E+00,0.791375,72913.87106,430.1314156,5365.87,175.9516347,3,1440,0,912,48,0,0,0,2,2,7,11.8305,7.57284,11.82964,795,0.079739218,2
2, CC, linker104_C_linker11_C_kgm_relaxed,0.635553,0.514779,8.099702149,0.0440962,0.343396,7.17E-08,4.64E-07,1.252613852,7.787428395,0.128412096,1.204320912,0.830343466,92068232.78,88122707.3,3.760664618,-99391386200,88518658.72,61030983.63,73500889.87,7.79E+00,0.701903,55996.74784,519.3451585,3251.64,133.2517748,2,864,0,792,288,144,0,0,1,1,0,16.82698,15.50202,16.82464,796,0.079839519,2
3, imine, linker107_N_linker85_CH_cds_relaxed_interp_2,0.744576,0.531772,7.141943871,0.0497243,0.388647,6.28E-08,3.33E-07,1.345719504,7.816037632,0.127942066,1.472735501,0.679008552,98055395.5,106835325.2,3.760534847,-98524263307,107310373.1,49475727.98,72864661.03,7.82E+00,0.767186,30247.67463,464.2392715,5573.4,163.4739802,3,448,0,320,160,32,0,0,1,2,3,10.03211,6.60643,9.62917,797,0.079939819,2
2, CC, linker101_C_linker78_C_kgm_relaxed,0.692909,0.563546,8.133044888,0.0467386,0.364631,6.76E-08,4.51E-07,1.220529259,7.80149598,0.128180544,1.170773583,0.854136115,89825136.88,85777399.52,3.760440741,-99521324613,86163356.27,62860347.6,73595234.39,7.80E+00,0.761073,54587.84537,434.1009939,4737.15,149.3433187,2,792,0,576,216,72,0,0,1,1,0,15.60884,14.8625,15.60865,798,0.08004012,2
3, mixed, linker108_CH_linker97_N_bbg_relaxed,0.816622,0.471681,5.776001626,0.0499079,0.298223,8.59E-08,8.97E-07,0.553239954,5.97546681,0.167350942,0.57234523,1.747197229,42308631.7,233099868.4,3.760436057,-1.03E+11,43769694.14,133615664.6,76474288.29,5.98E+00,0.902757,188641.8085,231.598858,6714.73,141.1624318,3,1872,0,1128,192,0,0,0,2,3,7,24.78952,24.36031,24.78952,799,0.080140421,2
3, mixed, linker97_N_linker108_CH_bbg_relaxed,0.816622,0.471681,5.776001626,0.0499079,0.298223,8.59E-08,8.97E-07,0.553239954,5.97546681,0.167350942,0.57234523,1.747197229,42308631.7,233099868.4,3.760436057,-1.03E+11,43769694.14,133615664.6,76474288.29,5.98E+00,0.903194,188641.8085,231.598858,6714.73,141.8890557,3,1872,0,1128,192,0,0,0,2,3,7,24.78952,24.36031,24.78952,800,0.080240722,2
2, CC, linker108_C_linker57_C_kgm_relaxed,0.708382,0.720566,10.17199759,0.0479919,0.472318,5.19E-08,4.09E-07,1.291231965,9.841619107,0.101609297,1.249293766,0.800452245,94472101,90994521.5,3.76042434,-98933426962,91403721.44,58564539.45,73164314.05,9.84E+00,0.745652,56171.58848,517.7248898,3008.11,156.2757184,2,1152,0,504,144,72,0,0,1,1,0,17.28523,14.68114,17.2851,801,0.080341023,2
3, CC, linker100_C_linker8_C_nfa_relaxed,0.667999,0.604541,9.050028518,0.043702,0.456654,5.12E-08,2.68E-07,1.725522027,10.44927006,0.095700465,1.992308158,0.501930385,120378000.5,138367103,3.760152617,-94304161996,138989864.3,35016287.9,69763236.05,1.04E+01,0.722208,35912.50307,570.7937759,3191.46,147.3646063,3,576,0,240,96,240,0,0,1,2,13,12.50483,9.55182,12.12483,802,0.080441324,2
2, CC, linker111_C_linker9_C_sql_relaxed,0.584699,0.708169,12.11168482,0.040175,0.473501,3.61E-08,1.49E-07,2.943811391,11.78596142,0.084846706,2.864642533,0.349083695,150195591.1,145314268.9,3.759863285,-68906447500,146156333.2,17810526.88,51020792.83,1.18E+01,0.53195,40287.45378,601.8019621,2563.18,104.8284706,2,1080,0,864,0,0,0,27,1,1,0,8.12124,7.59618,8.12116,803,0.080541625,2
2, mixed, linker107_CH_linker92_N_bex_relaxed,0.806037,0.460666,5.715196697,0.0501676,0.290945,8.25E-08,3.18E-07,1.484180466,5.799460209,0.172429841,1.506062873,0.663982904,106286486.3,107369501.6,3.759830596,-96821790992,107853549.2,47549749.8,71612912.8,5.80E+00,0.843053,34153.64919,408.2558686,5913.06,186.726927,2,504,0,324,144,0,0,0,2,2,0,8.58275,6.98666,8.55283,804,0.080641926,2
2, CC, linker105_C_linker10_C_kgm_relaxed,0.67921,0.56345,8.295667025,0.0459414,0.362643,6.80E-08,4.82E-07,1.170296757,7.893599237,0.126684922,1.113575745,0.898008065,86105255.38,81563207.01,3.759723099,-99498433877,81931974.39,66071458.67,73575573.8,7.89E+00,0.746482,56174.00962,547.3696831,3275.85,143.1223852,2,864,0,360,144,360,0,0,1,1,0,16.88821,14.64108,16.8793,805,0.080742227,2
2, CC, linker100_C_linker16_C_kgm_relaxed,0.710775,0.370038,5.20612008,0.0442572,0.270598,9.13E-08,4.26E-07,1.115748875,6.114214184,0.163553315,1.310366932,0.763145021,82313716.85,96243880.91,3.759500235,-99771352500,96671549.52,56300574.95,73774411.69,6.11E+00,0.82859,25639.75068,318.611205,5950.85,144.9400774,2,324,0,234,36,18,0,0,1,1,0,22.73559,21.66469,22.73559,806,0.080842528,2
2, CC, linker92_C_linker72_C_hnb_relaxed,0.695821,0.396782,5.702357359,0.044226,0.29306,8.51E-08,4.94E-07,0.982916531,6.626418849,0.150911076,1.142197203,0.875505558,73145616.25,84621028.36,3.759471907,-1.01E+11,84998792.56,65152423.02,74416915.34,6.63E+00,0.764188,52708.75966,490.2904862,3803.95,156.2788807,2,720,0,288,144,288,0,0,2,2,0,15.48914,14.83076,15.48914,807,0.080942828,2
2, amide, linker102_CO_linker54_NH_kgm_relaxed,0.693344,0.498739,7.193240296,0.0457445,0.452983,5.24E-08,2.41E-07,1.563405226,9.902458219,0.100985026,2.152236585,0.464632934,110710411.6,151738747.7,3.759351198,-95735548563,152407702.3,32902348.4,70813637.96,9.90E+00,0.78242,30777.79276,431.5739958,3115.54,138.8628469,2,441,0,252,72,90,0,0,1,1,0,25.37755,24.00134,25.37755,808,0.081043129,2
3, amine, linker103_CH2_linker104_NH_pth_relaxed,0.738785,0.707964,9.582815027,0.0488672,0.485522,4.68E-08,2.37E-07,1.892748206,9.935539585,0.100648786,1.962416542,0.509575811,128276175.4,132385122.1,3.759255482,-91601729329,132997768.9,34535199.05,67772445.88,9.94E+00,0.728358,24465.73244,523.4572401,4726.62,148.8251057,3,492,0,360,48,48,0,0,2,1,7,8.60154,5.8537,8.57895,809,0.08114343,2
3, amine, linker104_NH_linker103_CH2_pth_relaxed,0.738785,0.707964,9.582815027,0.0488672,0.485522,4.68E-08,2.37E-07,1.892748206,9.935539585,0.100648786,1.962416542,0.509575811,128276175.4,132385122.1,3.759255482,-91601729329,132997768.9,34535199.05,67772445.88,9.94E+00,0.727051,24465.73244,523.4572401,4726.62,147.684297,3,492,0,360,48,48,0,0,2,1,7,8.60154,5.8537,8.57895,810,0.081243731,2
2, CC, linker99_C_linker57_C_kgm_relaxed,0.702159,0.586119,8.347382858,0.0464858,0.371195,6.59E-08,4.52E-07,1.218315126,7.985126641,0.125232829,1.165443198,0.858042676,89028264.09,84780541.75,3.75917787,-98817857854,85164652.85,62701388.42,73074906.63,7.99E+00,0.760507,56271.14201,465.7708915,3354.35,155.678342,2,1008,0,504,144,72,0,0,1,1,0,17.75121,15.90975,17.74463,811,0.081344032,2
2, imine, linker107_N_linker47_CH_kgm_relaxed,0.751678,0.449174,5.975617219,0.0471846,0.308774,7.94E-08,3.96E-07,1.198177818,6.543957139,0.152812737,1.312136303,0.762115946,87685292.46,95597145.52,3.759160219,-98964426658,96025025.46,55773324,73182203.14,6.54E+00,0.829506,26082.64048,369.3923572,5291.47,156.6975094,2,360,0,216,90,0,0,0,1,1,0,21.0385,19.16156,21.0385,812,0.081444333,2
2, amide, linker108_CO_linker68_NH_sql_relaxed,0.765915,0.462523,6.038829374,0.0491824,0.327116,7.49E-08,3.75E-07,1.205510494,6.651078435,0.150351557,1.327731643,0.753164244,88148962.1,96653510.7,3.759115115,-98882055616,97085978.84,55072640.82,73121687.9,6.65E+00,0.836028,27950.25343,439.4883319,5428.67,172.0082174,2,336,0,144,120,96,0,0,1,1,0,11.84465,10.33887,11.84464,813,0.081544634,2
2, amide, linker108_CO_linker10_NH_sql_relaxed,0.756821,0.536206,7.084977822,0.0495662,0.388825,5.73E-08,2.03E-07,1.999759589,7.844559397,0.127476885,2.214154126,0.451639743,132999302.3,146575654.4,3.75901369,-89885099215,147258178.2,30037496.02,66507645.75,7.84E+00,0.806348,28345.41946,493.8484219,4594.89,169.1643053,2,384,0,168,96,144,0,0,1,1,0,11.81791,9.45109,11.81788,814,0.081644935,2
3, CC, linker91_C_linker92_C_noj_relaxed,0.884168,0.966002,10.92554809,0.0638545,0.790793,3.11E-08,3.02E-07,1.126011463,12.38429555,0.080747427,1.276353244,0.783482163,82734109.99,93363117.65,3.758921919,-99366180509,93780528.12,57566642.55,73475370.98,1.24E+01,0.84651,29167.44976,557.981488,3177.07,165.9301801,3,576,0,192,192,0,0,0,2,3,5,12.10191,12.01177,12.10191,815,0.081745236,2
3, CC, linker92_C_linker91_C_noj_relaxed,0.884168,0.966002,10.92554809,0.0638545,0.790793,3.11E-08,3.02E-07,1.126011463,12.38429555,0.080747427,1.276353244,0.783482163,82734109.99,93363117.65,3.758921919,-99366180509,93780528.12,57566642.55,73475370.98,1.24E+01,0.847934,29167.44976,557.981488,3177.07,167.532169,3,576,0,192,192,0,0,0,2,3,5,12.10191,12.01177,12.10191,816,0.081845537,2
2, amide, linker108_CO_linker79_NH_sql_relaxed,0.744444,0.478336,6.425412791,0.0480542,0.341329,7.13E-08,3.61E-07,1.267744236,7.103000362,0.140785576,1.401433349,0.713555162,92063030.85,101317522.2,3.758784714,-98198513832,101771475.7,51818063.15,72619561.78,7.10E+00,0.797518,27906.26788,433.1352336,5253.16,173.0747226,2,408,0,264,96,48,0,0,1,1,0,11.58422,10.429,11.57935,817,0.081945838,2
2, amide, linker99_CO_linker80_NH_sql_relaxed,0.699838,0.448523,6.408954644,0.0446804,0.310248,7.72E-08,3.43E-07,1.441078202,6.943715813,0.14401511,1.561321315,0.640483154,102996052.2,111089934,3.758734914,-96633708824,111590010.6,45776305.74,71471521.89,6.94E+00,0.749558,27532.03675,450.6323597,5006.55,160.435782,2,384,0,360,96,72,0,0,1,1,0,10.60253,9.2458,10.60251,818,0.082046138,2
2, amide, linker99_CO_linker88_NH_sql_relaxed,0.772396,0.408499,5.288724955,0.0489192,0.275872,9.00E-08,4.94E-07,0.963864494,5.639339973,0.177325716,1.027763708,0.972986292,71428194.51,75820448.69,3.758540842,-1.00E+11,76163513.11,72104174.95,74106054.24,5.64E+00,0.843898,27684.32199,387.5729471,6072.56,182.6978662,2,336,0,216,48,96,0,0,1,1,0,11.52105,10.94696,11.51689,819,0.082146439,2
2, CC, linker91_C_linker83_C_hnb_relaxed,0.708704,0.392825,5.542864158,0.0460539,0.262756,9.28E-08,4.21E-07,1.221038458,5.705401714,0.175272496,1.256843883,0.795643766,88874537.57,91069418.53,3.758527047,-98427012313,91480672.18,57911748.19,72786026.49,5.71E+00,0.749487,51028.42415,422.1250492,3346.88,149.8479343,2,720,0,288,288,0,0,0,2,2,0,16.42274,15.41928,16.41444,820,0.08224674,2
2, CC, linker101_C_linker58_C_kgm_relaxed,0.765706,0.492821,6.436164794,0.0492036,0.292773,8.49E-08,6.02E-07,0.908238966,5.950235349,0.168060579,0.839667065,1.190948225,67422720.51,104951117.5,3.758268325,-1.00E+11,62332315.55,88409518.07,74234560.54,5.95E+00,0.847189,54316.37993,370.1787226,6170.19,173.8708102,2,720,0,432,216,0,0,0,1,1,0,17.11574,14.82283,17.11574,821,0.082347041,2
3, CC, linker91_C_linker93_C_etc_relaxed_interp_2,0.75964,0.799116,10.51966721,0.0519631,0.620331,3.75E-08,2.34E-07,1.683682182,11.93791363,0.083766731,1.910673796,0.523375577,116784216.6,131929691.3,3.758221333,-93765207834,132528897,36302579.79,69362387.92,1.19E+01,0.741533,21435.16564,590.5552767,3548.17,159.0721155,3,432,0,192,160,0,0,0,2,2,5,10.22266,9.55935,10.22266,822,0.082447342,2
3, CC, linker93_C_linker91_C_etc_relaxed_interp_2,0.75964,0.799116,10.51966721,0.0519631,0.620331,3.75E-08,2.34E-07,1.683682182,11.93791363,0.083766731,1.910673796,0.523375577,116784216.6,131929691.3,3.758221333,-93765207834,132528897,36302579.79,69362387.92,1.19E+01,0.740886,21435.16564,590.5552767,3548.17,158.125008,3,432,0,192,160,0,0,0,2,2,5,10.22266,9.55935,10.22266,823,0.082547643,2
2, imine, linker108_CH_linker57_N_kgm_relaxed,0.773964,0.468712,6.055992268,0.0490514,0.345835,7.13E-08,4.12E-07,1.048505402,7.050461353,0.14183469,1.220683001,0.819213505,77135344.83,89401054.13,3.758208668,-99495731898,89801925.7,60267039.22,73566950.31,7.05E+00,0.881671,27342.41824,324.9864638,5826.83,144.7682319,2,324,0,162,72,18,0,0,1,1,0,23.33372,21.51859,23.33372,824,0.082647944,2
3, CC, linker111_C_linker65_C_dia_relaxed_interp_3,0.608284,0.849324,13.96262272,0.0473846,1.60813,1.47E-08,1.34E-07,1.531623016,33.93781946,0.029465653,3.722792376,0.268615571,108077036.9,261593596.8,3.758133163,-95399934987,262694125.6,18954517.32,70563732.56,3.39E+01,0.596382,38053.42747,616.4879718,2959.03,126.8778787,3,864,0,384,192,0,0,24,1,1,3,7.97158,6.88759,7.94661,825,0.082748245,2
3, imine, linker107_N_linker12_CH_cdl_relaxed_interp_2,0.714778,0.518937,7.260114329,0.0477151,0.397234,6.18E-08,4.06E-07,1.103936292,8.325121398,0.120118369,1.265875884,0.789966862,80840048.8,92284540.42,3.75806607,-99034486470,92698708.25,57848410.39,73228907.66,8.33E+00,0.742975,61428.87089,491.7588526,4961.58,160.8727238,3,896,0,640,192,256,0,0,1,3,5,9.88294,7.599,9.81537,826,0.082848546,2
2, CC, linker103_C_linker58_C_sql_relaxed,0.794607,0.63902,8.041962882,0.0511409,0.435788,5.60E-08,3.82E-07,1.17716597,8.521320509,0.117352704,1.247333352,0.801710303,85704076.62,90404209.67,3.757984959,-98456447761,90812643.19,58368864.75,72805431.72,8.52E+00,0.78973,75883.86154,492.1039505,4936.33,182.1406373,2,396,0,192,48,0,0,0,1,1,0,9.63173,7.92879,9.63171,827,0.082948847,2
3, imine, linker105_N_linker32_CH_cds_relaxed_interp_3,0.677716,0.36348,5.363308525,0.0427139,0.260606,9.42E-08,4.72E-07,1.070723046,6.101198907,0.163902213,1.2180344,0.820994875,78442799.73,88835124.18,3.757745103,-99081026879,89235053.66,60147333.9,73261521.74,6.10E+00,0.744118,60379.46247,434.7498543,5100.54,154.8210207,3,864,0,624,288,48,0,0,1,2,3,11.54667,8.0783,11.54662,828,0.083049147,2
2, imine, linker105_N_linker75_CH_sql_relaxed,0.729627,0.38458,5.270912398,0.0455328,0.2473,9.87E-08,4.61E-07,1.127260233,5.431249561,0.184119693,1.161550635,0.860918129,82094199.33,84208616.68,3.757396094,-98488311780,84591442.69,62697487.64,72826306.6,5.43E+00,0.790961,29060.99256,404.923804,6774.52,167.8735552,2,360,0,264,96,72,0,0,1,1,0,8.5677,6.75004,8.56768,829,0.083149448,2
2, CC, linker100_C_linker88_C_kgm_relaxed,0.722495,0.563862,7.804372349,0.0474897,0.35298,6.95E-08,5.23E-07,1.03741727,7.432769632,0.134539351,0.988020976,1.012124261,75996851.22,74708287.61,3.757345216,-99075753418,72378285.22,74143991.11,73255818.45,7.43E+00,0.793939,55710.33252,427.4607424,4864.18,161.4598072,2,864,0,504,0,216,0,0,1,1,0,16.9875,14.90151,16.97367,830,0.083249749,2
2, CC, linker100_C_linker78_C_kgm_relaxed,0.698348,0.542128,7.763006409,0.0464612,0.345273,6.98E-08,4.27E-07,1.268724567,7.431426653,0.134563664,1.214533785,0.823361204,91325069.85,87026074.29,3.757266418,-97336032533,87424320.22,59267016.24,71981793.57,7.43E+00,0.769207,54830.29467,434.3287736,4659.11,144.448961,2,792,0,504,144,144,0,0,1,1,0,16.31905,15.26464,16.31462,831,0.08335005,2
3, CC, linker98_C_linker30_C_dmp_relaxed_interp_3,0.707332,0.456904,6.459540923,0.0474623,0.441178,5.49E-08,2.96E-07,1.199373306,9.295335456,0.10758084,1.725908597,0.579404959,86749318.71,124284649.7,3.757138732,-97810379390,124833022.6,41907707.31,72328872.34,9.30E+00,0.812254,106156.6571,345.0225549,5044.96,145.9922631,3,1536,0,912,192,0,0,0,1,2,5,17.69119,16.76265,17.68868,832,0.083450351,2
2, imine, linker107_N_linker57_CH_sql_relaxed,0.780269,0.410475,5.260685738,0.0491484,0.26506,9.18E-08,4.25E-07,1.136533542,5.393054504,0.185423678,1.165130867,0.858272687,82564386.79,84258050.37,3.757081258,-98243524033,84641862.34,62349904.76,72645798.61,5.39E+00,0.846683,29541.21849,388.9122579,6596.6,180.9607729,2,384,0,240,120,24,0,0,1,1,0,9.97948,7.19376,9.97942,833,0.083550652,2
2, CC, linker91_C_linker7_C_hcb_relaxed,0.775225,0.4839,6.242058757,0.04935,0.318051,7.46E-08,3.24E-07,1.436832641,6.444802432,0.155163794,1.483501335,0.674080957,101753788.9,104581811.3,3.757067096,-95750574030,105058778.2,47737147.33,70818121.77,6.44E+00,0.811537,22780.62948,409.8473276,5882.84,164.9890425,2,360,0,288,72,0,0,0,1,1,0,9.51759,6.62345,9.51759,834,0.083650953,2
3, amine, linker108_NH_linker76_CH2_lvt_relaxed_interp_3,0.724493,0.627171,8.656688194,0.0488296,0.464639,4.75E-08,2.07E-07,1.988533755,9.515519275,0.10509148,2.185816429,0.45749496,130966714.7,143285959.2,3.756982861,-89011824014,143959938.3,30131050.97,65860946.23,9.52E+00,0.753812,41004.32893,457.3154808,4810.83,158.8591503,3,672,0,528,192,0,0,0,1,1,5,12.14758,10.53691,11.83056,835,0.083751254,2
3, imine, linker105_N_linker88_CH_cds_relaxed_interp_2,0.71219,0.35582,4.996138671,0.046454,0.250925,9.45E-08,3.28E-07,1.437288206,5.401580058,0.185131015,1.553925506,0.643531492,101693328.3,109448372.3,3.756916525,-95663316965,109945838.3,45532175.84,70753609.38,5.40E+00,0.774941,31026.04021,433.7032691,5049.43,169.4127418,3,448,0,288,64,96,0,0,1,2,3,11.22292,7.54513,9.3264,836,0.083851555,2
2, CC, linker105_C_linker45_C_kgm_relaxed,0.708327,0.620849,8.765005428,0.0470992,0.390825,6.18E-08,4.49E-07,1.208415681,8.297911642,0.12051225,1.144018293,0.874111897,87195115.64,82171169.44,3.756846221,-97576705540,82548421.8,63072905.4,72156557.56,8.30E+00,0.770297,56249.62255,465.9490818,3393.69,157.4477608,2,1008,0,504,144,72,0,0,1,1,0,17.20583,16.34939,17.20572,837,0.083951856,2
