dimensions, bond type, name,H2,CH4,a,Kh_H2,Kh_CH4,DCH4,DH2,k(CH4/H2),aIM(CH4/H2),aIM(H2/CH4),kIM(CH4/H2),kIM(H2/CH4),MPS,#VALUE!,score,rmps,mps,PH2,PCH4,aIM, void fraction [widom], supercell volume [A^3], density [kg/m^3], surface area [m^2/g], deliverable capacity [v STP/v],dimensions, num carbon, num fluorine, num hydrogen, num nitrogen, num oxygen, num sulfur, num silicon, vertices, edges, genus, largest included sphere diameter [A], largest free sphere diameter [A], largest included sphere along free sphere path diameter [A],0,,
3, imine, linker102_N_linker63_CH_cds_relaxed_interp_2,0.726267,0.445708,6.136971665,0.0451129,0.286142,3.02E-08,2.74E-07,0.67709146,6.342797736,0.157659134,0.69980023,1.428979239,17484353.56,52415476.61,3.572757651,-34933587892,18070756.1,36900152.67,25822735.31,6.34E+00,0.778116,42553.14372,415.0226393,5952.44,176.4641735,3,656,0,448,128,32,0,0,1,2,3,10.61519,7.10909,10.61518,3539,0.354964895,0
2, CC, linker91_C_linker13_C_tts-a_relaxed,0.624173,0.490795,7.863124486,0.0429138,0.351204,2.40E-08,1.69E-07,1.117629166,8.18394083,0.122190522,1.163228559,0.85967628,28122021.48,28921375.82,3.572660678,-34028931268,29269403.05,21631356.38,25162211.52,8.18E+00,0.654624,56681.3451,485.7674516,3081.68,125.3496535,2,1080,0,1080,180,0,0,0,3,5,0,16.15568,15.6352,16.15568,3540,0.355065196,0
3, CC, linker107_C_linker27_C_dia_relaxed_interp_2,0.739288,0.517791,7.003914577,0.0464943,0.363914,2.34E-08,1.76E-07,0.929764944,7.827066974,0.127761779,1.03903787,0.962428828,23648675.34,26113658.55,3.572417486,-34402775207,26428044.44,24479484.89,25435111.85,7.83E+00,0.769495,72553.35636,458.9576883,5285.63,173.0866524,3,1280,0,832,128,128,0,0,1,1,3,11.49459,9.84876,11.44464,3541,0.355165496,0
3, CC, linker102_C_linker27_C_cds_relaxed_interp_2,0.719786,0.640493,8.898380908,0.0466178,0.43777,1.98E-08,2.89E-07,0.608667425,9.390619034,0.106489252,0.642337518,1.556813938,15731386.59,62324686.01,3.572385307,-34966314444,16601610.99,40236820.48,25845619.38,9.39E+00,0.727028,41444.00717,504.4404923,4904.14,153.4361013,3,880,0,544,32,64,0,0,1,2,3,10.09323,5.62328,9.56795,3542,0.355265797,0
3, CC, linker110_C_linker87_C_wjh_relaxed,0.72089,0.474787,6.586122709,0.0465402,0.385921,2.13E-08,1.00E-07,1.396991862,8.292207597,0.120595148,1.758871956,0.568546219,34284012.58,42659349.75,3.572304099,-33182381227,43165024.73,13952869.91,24541311.59,8.29E+00,0.840393,35850.50169,316.1445852,4788.85,137.1621551,3,528,0,480,0,0,0,0,1,4,13,24.73196,24.69358,24.73196,3543,0.355366098,0
3, CC, linker110_C_linker35_C_mok_relaxed,0.763707,0.483358,6.329102653,0.0497194,0.356786,2.42E-08,2.32E-07,0.65990335,7.175991665,0.139353562,0.748204161,1.336533599,17004793.04,45718927.02,3.572257568,-34860810828,19280182.32,34440615.02,25768611.47,7.18E+00,0.829189,65593.71357,395.7978986,5216.05,183.2781652,3,1088,0,768,128,0,0,0,1,3,5,13.30752,9.75559,13.30749,3544,0.355466399,0
2, CC, linker92_C_linker50_C_hna_relaxed,0.647883,0.70963,10.95305788,0.0459994,0.740875,1.13E-08,1.01E-07,1.22560986,16.10618834,0.062087937,1.802227603,0.554868874,30511313.16,44348430.36,3.572214111,-33664601379,44866096.91,13813350,24894800.66,1.61E+01,0.689584,35396.42761,524.9734567,3167.57,139.4081256,2,702,0,486,162,0,0,0,2,3,0,12.39814,11.09983,12.35935,3545,0.3555667,0
3, amide, linker108_CO_linker58_NH_lvt_relaxed_interp_3,0.741856,0.642737,8.663905124,0.050684,0.550834,1.56E-08,1.92E-07,0.7060536,10.86800568,0.092013202,0.885673888,1.129083756,18150029.15,32463876.93,3.57220643,-34775333716,22767403.05,29024571.34,25706304.95,1.09E+01,0.778075,41944.39543,500.2110802,4460.7,163.4175862,3,672,0,336,192,96,0,0,1,1,5,12.04321,10.00312,11.98373,3546,0.355667001,0
2, CC, linker91_C_linker3_C_fss_relaxed,0.757446,0.439695,5.804968275,0.048381,0.305814,2.77E-08,1.63E-07,0.985758941,6.32095244,0.158204006,1.073379748,0.931636731,24955531.38,26850064.77,3.572192431,-34240330144,27173744.89,23585370.33,25316058.87,6.32E+00,0.813624,44290.68578,383.7411641,6669.92,175.5313932,2,648,0,432,144,0,0,0,4,5,0,13.11186,11.25543,13.11033,3547,0.355767302,0
3, CC, linker103_C_linker88_C_cds_relaxed,0.745038,0.436479,5.858479702,0.0477126,0.286202,2.98E-08,1.91E-07,0.912867772,5.998457431,0.166709527,0.934679089,1.069885923,23206326.07,28793207.06,3.57215179,-34384583390,23760799.07,27197938.58,25421344.45,6.00E+00,0.790636,128900.3788,435.7754458,5641.03,182.8394564,3,296,0,160,0,32,0,0,1,2,3,10.01738,6.93593,10.01736,3548,0.355867603,0
3, imine, linker107_N_linker3_CH_cds_relaxed_interp_2,0.716337,0.42321,5.907973482,0.0471631,0.30219,2.83E-08,1.97E-07,0.847473347,6.407339636,0.156071015,0.919105271,1.08801465,21621523.5,29895532.99,3.572138879,-34510121745,23449063.36,27758435.59,25512924.47,6.41E+00,0.767023,30680.07271,405.760886,5686,170.0726232,3,480,0,384,96,0,0,0,1,2,3,10.3777,7.33571,10.33281,3549,0.355967904,0
3, CC, linker110_C_linker61_C_uni_relaxed,0.71856,0.56315,7.837202182,0.048506,0.376041,2.28E-08,2.41E-07,0.742929102,7.752463613,0.128991254,0.734896293,1.360736216,19052350.77,47171710.56,3.572098716,-34691334832,18846350.09,34895959.29,25644911.11,7.75E+00,0.746278,50612.9696,501.381571,4529.68,167.880561,3,864,0,864,288,0,0,0,1,2,7,11.26552,11.11082,11.26545,3550,0.356068205,0
3, imine, linker102_CH_linker76_N_cdl_relaxed_interp_2,0.741987,0.396215,5.339918354,0.0487615,0.283708,3.07E-08,4.32E-07,0.380064775,5.818278765,0.171872136,0.414111726,2.414807252,9886636.864,151359996.2,3.571988446,-35198751169,10772301.28,62816456.54,26013031.26,5.82E+00,0.810202,83530.60902,384.6499031,6341.45,179.1965971,3,1248,0,768,256,0,0,0,1,3,5,11.44445,9.31108,11.16086,3551,0.356168506,0
3, CC, linker111_C_linker64_C_cds_relaxed,0.76297,0.741285,9.715781748,0.0495829,0.502728,1.70E-08,2.09E-07,0.789407459,10.13914071,0.098627687,0.823805383,1.213878934,20140800.73,37285554.78,3.571612747,-34512816153,21018423.21,30970690.05,25513821.17,1.01E+01,0.749083,62933.26762,517.3396179,5429.08,162.7431076,3,1224,0,720,144,72,0,36,1,2,3,8.07378,6.59539,7.95263,3552,0.356268806,0
2, imine, linker108_N_linker41_CH_krr_relaxed,0.77378,0.389181,5.029607899,0.0484821,0.277342,3.11E-08,2.73E-07,0.571615767,5.720503031,0.174809802,0.650136113,1.538139446,14708129.43,60559715.6,3.571341551,-34811926011,16728520.53,39577554.3,25730797.3,5.72E+00,0.87089,40350.73313,333.6633548,6561.05,166.2864044,2,510,0,240,90,30,0,0,2,4,0,20.44242,18.60956,20.44242,3553,0.356369107,0
3, CC, linker99_C_linker65_C_lvt_relaxed,0.713401,0.300307,4.209511901,0.0459187,0.268197,3.14E-08,1.28E-07,1.033851546,5.840692354,0.171212579,1.434467692,0.697122707,25961371.28,35600367.51,3.571315538,-33962202757,36021369.29,17505667.51,25111314.46,5.84E+00,0.879174,19309.01129,279.5682294,5993.64,136.675635,3,192,0,48,64,0,0,0,1,1,5,18.06743,12.62429,18.06363,3554,0.356469408,0
3, imine, linker103_CH_linker30_N_dia_relaxed_interp_6,0.6783,0.4528,6.67551231,0.0441855,0.352454,2.42E-08,2.16E-07,0.750754946,7.976689185,0.125365296,0.897090528,1.114714702,19153793.75,31395083.61,3.571267646,-34512300132,22887211.1,28439393.69,25512710.69,7.98E+00,0.696193,116493.9491,498.649483,3756.27,143.9957968,3,2352,0,1344,384,0,0,0,1,1,3,11.33429,9.06374,11.32713,3555,0.356569709,0
2, CC, linker91_C_linker12_C_hcb_relaxed,0.666938,0.368858,5.530619038,0.042741,0.244365,3.47E-08,2.21E-07,0.87018119,5.717344002,0.17490639,0.89956028,1.111654241,22037902.68,30990361.84,3.571075704,-34256226924,22781947.17,28153364.22,25325648.19,5.72E+00,0.718056,21700.9715,529.2535848,3442.11,166.6328691,2,288,0,144,72,144,0,0,1,1,0,11.58546,10.84872,11.57184,3556,0.35667001,0
3, CC, linker111_C_linker65_C_qzd_relaxed,0.696411,0.759375,10.90412127,0.0483889,0.559414,1.38E-08,8.20E-08,1.839193179,11.56079183,0.086499265,1.949953504,0.512832741,42499104.81,44506147.87,3.570935889,-31233464198,45058495.93,11850268.18,23107471.96,1.16E+01,0.671423,41053.374,642.8683635,3210.37,126.1919145,3,972,0,432,216,0,0,27,1,2,4,7.9991,6.73539,7.99004,3557,0.356770311,0
3, CC, linker108_C_linker94_C_sur_relaxed_interp_2,0.781837,0.52778,6.750511935,0.0507957,0.341317,2.50E-08,2.27E-07,0.742204698,6.719407351,0.148822649,0.738784814,1.353574113,18901451.91,46346875.73,3.57088067,-34450181284,18814358.99,34470970.15,25466629.28,6.72E+00,0.832777,56693.44497,377.2386518,5617.49,180.4443879,3,1024,0,576,0,0,0,0,2,2,5,13.40467,10.91921,13.40467,3558,0.356870612,0
3, CC, linker98_C_linker84_C_uon_relaxed_interp_3,0.742804,0.481727,6.485250483,0.046592,0.28772,2.77E-08,1.13E-07,1.597733041,6.175309066,0.161935215,1.521374595,0.657300314,38036197.73,35776404.19,3.570655772,-32183863405,36218381.58,15647923.71,23806353.6,6.18E+00,0.825,65228.46147,365.1538907,5715.17,164.2801164,3,936,0,576,180,0,0,0,1,2,7,19.18144,16.22311,19.17519,3559,0.356970913,0
2, CC, linker92_C_linker26_C_hcb_relaxed,0.70973,0.422855,5.957969932,0.0465859,0.268626,3.04E-08,1.32E-07,1.368000539,5.766251162,0.1734229,1.323980279,0.755298259,33332895.81,31869945.83,3.570592642,-32946240722,32260291.91,18403704.87,24366142.31,5.77E+00,0.797028,51456.07223,444.0705411,4915.46,152.026321,2,576,0,216,144,288,0,0,1,1,0,14.92716,13.46785,14.92716,3560,0.357071214,0
3, CC, linker100_C_linker43_C_dia_relaxed,0.733602,0.695173,9.476160098,0.048573,0.496269,1.71E-08,1.90E-07,0.848416199,10.21697239,0.097876353,0.914742342,1.093204013,21433957.91,29886365.57,3.57044105,-34172705728,23109588.05,27618153.49,25263494.41,1.02E+01,0.723887,26839.22553,548.9177,4286.98,152.5156201,3,512,0,288,64,96,0,0,1,1,3,10.32966,7.09454,9.8892,3561,0.357171515,0
3, CC, linker110_C_linker87_C_unj_relaxed,0.743579,0.404308,5.437324077,0.045869,0.259429,3.28E-08,2.35E-07,0.758596482,5.655867797,0.176807527,0.789086939,1.267287482,19246112.24,40435598.23,3.570365307,-34319975780,20019676.02,32151951.27,25370684.81,5.66E+00,0.804832,58648.31224,386.5053078,4943.09,184.6451838,3,1056,0,960,0,0,0,0,1,2,7,13.09082,12.61169,13.09082,3562,0.357271815,0
3, CC, linker103_C_linker68_C_cds_relaxed,0.752844,0.447653,5.946158832,0.04563,0.298539,2.85E-08,2.34E-07,0.726014689,6.54260355,0.152844352,0.798839456,1.251815985,18447325.83,39507178.83,3.570350908,-34372668833,20297732.18,31807424.42,25409025.61,6.54E+00,0.790924,126642.6432,468.6771664,5431.18,185.4501415,3,264,0,112,48,32,0,0,1,2,3,10.28899,6.65432,10.28899,3563,0.357372116,0
3, CC, linker101_C_linker37_C_dia_relaxed_interp_2,0.72827,0.382318,5.249673885,0.044809,0.247544,3.46E-08,2.97E-07,0.610005612,5.524425897,0.181014284,0.641931456,1.557798718,15578364.6,61657938.99,3.570315693,-34550196203,16393688.96,39783169.06,25538067.65,5.52E+00,0.798973,40166.45565,442.2088672,5693.93,179.2605123,3,512,0,256,160,128,0,0,1,1,3,11.57432,9.24522,10.04032,3564,0.357472417,0
3, CC, linker99_C_linker9_C_lvt_relaxed_interp_2,0.714447,0.844915,11.82613966,0.0493117,0.696924,1.16E-08,9.70E-08,1.419039355,14.13303536,0.070756209,1.69584784,0.589675546,34344259.63,40555151.38,3.570253247,-32723700985,41043709.1,14271605.61,24202471.55,1.41E+01,0.714098,19808.14198,480.820806,5132.88,139.2977769,3,448,0,352,0,0,0,0,1,1,5,9.07537,5.55576,8.77698,3565,0.357572718,0
2, amide, linker108_CO_linker88_NH_kgm_relaxed,0.767447,0.406437,5.295961806,0.0485361,0.2737,3.12E-08,2.68E-07,0.617659946,5.639101617,0.177333212,0.657679819,1.520496708,15756978.85,58663098.87,3.570187055,-34513065876,16777916.49,38789036.93,25510766.79,5.64E+00,0.855081,23622.41973,371.056952,5766.53,165.2356098,2,288,0,162,36,72,0,0,1,1,0,19.40966,17.75099,19.40699,3566,0.357673019,0
2, CC, linker91_C_linker42_C_car_relaxed,0.823187,0.753022,9.14764203,0.0537801,0.509791,1.68E-08,3.08E-07,0.500700056,9.479175383,0.105494408,0.518846675,1.927351661,12833259.26,94887196.16,3.570173797,-34678228177,13298368.57,49399242.62,25630632.76,9.48E+00,0.842595,70518.86247,534.4335563,4576.76,153.07073,2,1080,0,216,432,216,0,0,2,3,0,11.66001,8.80543,11.61176,3567,0.35777332,0
3, imine, linker105_N_linker58_CH_lvt_relaxed_interp_4,0.661121,0.409503,6.194070374,0.0435383,0.286004,2.95E-08,2.03E-07,0.898034647,6.569020839,0.152229689,0.952396075,1.049983327,22589452.83,27427088.54,3.570169129,-34023785580,23956877.69,26411618.87,25154322.15,6.57E+00,0.703033,46924.78652,505.5227149,4108.05,156.0149468,3,768,0,448,256,64,0,0,1,1,5,11.89735,7.9417,8.75735,3568,0.357873621,0
3, CC, linker111_C_linker102_C_bba_relaxed,0.666205,0.991768,14.88682913,0.0511308,0.860234,9.77E-09,1.54E-07,0.944378465,16.82418425,0.059438246,1.067278811,0.936962291,23684258.4,26444768.9,3.570120312,-33921015810,26766501.03,23498266.67,25079202.12,1.68E+01,0.629107,85571.64036,626.7602087,3409.93,116.5278084,3,2448,0,1536,0,0,0,48,2,3,13,8.90339,5.50068,8.25034,3569,0.357973922,0
3, mixed, linker92_CH2_linker92_NH_bod_relaxed_interp_2,0.714566,0.497183,6.957831747,0.0426533,0.362679,2.33E-08,1.85E-07,0.874252836,8.502952878,0.117606203,1.068397589,0.935981146,22012511.2,26578660.53,3.57010387,-34057298068,26900815.12,23566747.08,25178655.77,8.50E+00,0.742065,72799.00844,434.1045597,5767.75,162.0172288,3,1152,0,1152,288,0,0,0,2,2,6,9.19779,6.71798,9.19769,3570,0.358074223,0
3, mixed, linker92_NH_linker92_CH2_bod_relaxed_interp_2,0.714566,0.497183,6.957831747,0.0426533,0.362679,2.33E-08,1.85E-07,0.874252836,8.502952878,0.117606203,1.068397589,0.935981146,22012511.2,26578660.53,3.57010387,-34057298068,26900815.12,23566747.08,25178655.77,8.50E+00,0.742065,72799.00844,434.1045597,5767.75,161.6566994,3,1152,0,1152,288,0,0,0,2,2,6,9.19779,6.71798,9.19769,3571,0.358174524,0
2, CC, linker104_C_linker38_C_kgm_relaxed,0.720943,0.406651,5.640543011,0.0455445,0.29468,2.88E-08,2.27E-07,0.714038408,6.470155562,0.154555789,0.819059365,1.220912724,18083758.63,37442619.22,3.569683082,-34260698792,20743522.61,30920873.13,25326030.7,6.47E+00,0.827596,25589.82694,370.5869312,4759.13,146.6384837,2,324,0,162,36,72,0,0,1,1,0,23.30848,22.55427,23.30848,3572,0.358274824,0
3, CC, linker109_C_linker92_C_jeb_relaxed,0.748457,0.393864,5.262346401,0.046127,0.257717,3.26E-08,1.99E-07,0.862925746,5.587118174,0.178983148,0.916182203,1.091485947,21655868.91,29592066.64,3.569422578,-33945598784,22992385.82,27391785.09,25095866.02,5.59E+00,0.823018,42340.57399,368.4817037,5583.18,186.8001565,3,744,0,456,0,0,0,0,2,3,4,12.24723,11.19988,12.24723,3573,0.358375125,0
3, CC, linker99_C_linker43_C_qtz_relaxed,0.760897,0.511296,6.719647994,0.0478802,0.334074,2.53E-08,2.29E-07,0.74256549,6.977289151,0.143322138,0.77103654,1.296955395,18751662.75,42166435.27,3.569417156,-34160557594,19470629,32751414.5,25252537.32,6.98E+00,0.800409,46801.55289,444.9327366,4381.52,172.4630915,3,768,0,432,96,96,0,0,1,1,4,13.06436,12.02299,13.06436,3574,0.358475426,0
3, amide, linker108_NH_linker7_CO_lvt_relaxed_interp_3,0.718488,0.740552,10.30708933,0.0504434,0.597942,1.42E-08,2.17E-07,0.673935417,11.8537212,0.084361694,0.7750629,1.290217866,17064986.88,41840954.23,3.569326753,-34255447111,19625676.1,32670119.99,25321397.93,1.19E+01,0.708821,42687.74336,540.1912212,3779.21,135.2067383,3,864,0,624,96,96,0,0,1,1,5,10.45572,9.45124,10.45572,3575,0.358575727,0
3, CC, linker99_C_linker59_C_nfc_relaxed,0.788265,0.771571,9.788218429,0.0526452,0.553099,1.51E-08,1.61E-07,0.92070491,10.50616201,0.095182237,0.988236523,1.011903504,22998943.44,25274486.37,3.569186603,-33787041183,24685863.68,25277058.05,24979711.95,1.05E+01,0.779642,37392.36168,475.168629,6154.99,166.8430297,3,704,0,448,128,0,0,0,1,2,9,8.90023,6.33246,7.09214,3576,0.358676028,0
3, CC, linker99_C_linker3_C_ukk_relaxed,0.741857,0.375665,5.063846536,0.0472759,0.258418,3.26E-08,2.11E-07,0.783373145,5.466167751,0.182943526,0.845611926,1.182575563,19714130.61,34885852.51,3.569172565,-34042055716,21280412.87,29760337.39,25165696.23,5.47E+00,0.809937,49129.76529,357.3732951,6317.3,185.3954629,3,832,0,576,0,0,0,0,1,3,9,12.41809,8.16735,11.83019,3577,0.358776329,0
3, CC, linker109_C_linker57_C_qzd_relaxed,0.662388,0.796892,12.03059234,0.0461762,0.594029,1.42E-08,2.39E-07,0.717485899,12.86439768,0.077733915,0.767212758,1.303419409,18097191.62,42540719.2,3.569003868,-34121317785,19351455.29,32876229.1,25223062.41,1.29E+01,0.631661,41833.1264,648.037291,3056.79,119.9257701,3,1107,0,648,108,54,0,0,1,2,4,7.53195,6.53001,7.42358,3578,0.35887663,0
3, imine, linker98_N_linker35_CH_qtz_relaxed_interp_2,0.720115,0.288566,4.007221069,0.0457242,0.313759,2.72E-08,2.45E-07,0.445074801,6.861989931,0.145730322,0.762148818,1.31207971,11348180.21,43583570.01,3.568906459,-34499169804,19432693.38,33454414.8,25497242.69,6.86E+00,0.893914,95243.2446,224.9463646,6344.05,134.7594283,3,864,0,504,144,0,0,0,1,1,4,36.77604,36.52882,36.77604,3579,0.358976931,0
2, CC, linker91_C_linker70_C_fss_relaxed,0.678626,0.475725,7.010120449,0.0445755,0.341222,2.42E-08,1.59E-07,1.070641567,7.654922547,0.130634895,1.169120891,0.855343538,26408813.41,28488940.86,3.568635683,-33359488078,28837938.33,21098198.14,24666344.21,7.65E+00,0.70816,44197.72633,514.3966079,5168.19,158.0307048,2,576,0,432,288,144,0,0,4,5,0,9.48818,8.29718,9.28522,3580,0.359077232,0
3, mixed, linker99_N_linker94_CH_tfk_relaxed_interp_3,0.719184,0.418189,5.814770629,0.0443637,0.365576,2.31E-08,2.01E-07,0.668970304,8.240430803,0.121352879,0.948034557,1.05481387,16861512.82,27739236.5,3.568488277,-34098341309,23895375.85,26586766.98,25205173.86,8.24E+00,0.79542,96389.25751,368.4187478,5486.57,161.4462275,3,1584,0,1008,96,0,0,0,2,2,5,13.77414,10.11838,12.95812,3581,0.359177533,0
3, imine, linker106_CH_linker30_N_qtz_relaxed_interp_3,0.708088,0.350103,4.944343076,0.0446915,0.271083,3.07E-08,1.63E-07,0.928225111,6.065650068,0.164862791,1.138733421,0.878168658,23053227.36,27940419.47,3.568259631,-33592222723,28281372.87,21810034.55,24835815.26,6.07E+00,0.834252,30483.83131,307.2290562,5216.47,139.8545593,3,324,0,234,108,0,0,0,1,1,4,25.39973,24.13202,25.37874,3582,0.359277834,0
2, CC, linker92_C_linker83_C_hcb_relaxed,0.736374,0.466184,6.330804727,0.0470144,0.302112,2.72E-08,1.56E-07,1.104182681,6.425946093,0.155619108,1.120776693,0.892238397,27113739.04,27185497.51,3.568255445,-33208732494,27521213.02,21909344.79,24555482.99,6.43E+00,0.74927,21940.79696,485.4908775,3948.13,183.4718782,2,432,0,216,72,0,0,0,1,1,0,12.01404,9.87604,12.01203,3583,0.359378134,0
3, amide, linker99_CO_linker42_NH_cds_relaxed_interp_2,0.794033,0.952431,11.99485412,0.0549776,0.724507,1.16E-08,2.01E-07,0.693571085,13.17822168,0.075882773,0.761996221,1.312342467,17420389.68,42946614.02,3.568075719,-33978370286,19139020.33,32962039.01,25116949.15,1.32E+01,0.762626,28276.73144,599.9323639,4153.31,148.1020293,3,512,0,224,128,128,0,0,1,2,3,7.47938,6.0871,7.47937,3584,0.359478435,0
3, mixed, linker109_NH_linker92_CH2_xux_relaxed_interp_2,0.667688,0.38068,5.701465355,0.0438571,0.266984,3.17E-08,3.49E-07,0.518360475,6.087589011,0.164268645,0.553465703,1.806796689,13109377.53,82239586.72,3.567968985,-34217012988,13997191.54,45694031.59,25290079.32,6.09E+00,0.720368,53225.48662,421.861466,5238.03,155.0698102,3,976,0,896,64,0,0,0,2,2,4,13.07748,6.20857,13.07742,3585,0.359578736,0
3, CC, linker108_C_linker39_C_tcb_relaxed,0.835209,0.959201,11.48456255,0.0586579,0.811097,1.04E-08,1.94E-07,0.614525199,13.82758333,0.072319217,0.739897438,1.351538672,15464644.47,45656411.36,3.567794281,-34045622363,18619660.88,34011729.81,25165191.73,1.38E+01,0.834607,44150.54644,504.1806714,5012.63,166.8596217,3,864,0,336,192,0,0,0,1,2,5,9.00041,7.53847,9.00041,3586,0.359679037,0
3, CC, linker107_C_linker39_C_lvt_relaxed_interp_4,0.690181,0.719821,10.42945256,0.0479603,0.538209,1.49E-08,1.12E-07,1.391273455,11.221969,0.089110922,1.496993969,0.668005363,33282077.59,35375400.66,3.567770963,-32345178009,35811126.32,15980040.63,23922024.45,1.12E+01,0.683579,48162.98821,596.3627924,2950.04,139.3311216,3,1024,0,512,320,0,0,0,1,1,5,10.14673,8.81051,10.14319,3587,0.359779338,0
2, CC, linker91_C_linker78_C_hne_relaxed,0.744308,0.401195,5.390174498,0.0472979,0.2751,3.02E-08,1.81E-07,0.900893393,5.816325883,0.171929844,0.972118725,1.028680936,22338930.13,25935477.69,3.56770808,-33539614287,24105063.3,25507603.58,24796419.07,5.82E+00,0.811713,44770.38275,427.632947,6091.43,174.3200393,2,504,0,288,288,72,0,0,3,5,2,12.49881,10.45993,12.49881,3588,0.359879639,0
2, CC, linker92_C_linker83_C_htb-a_relaxed,0.698331,0.483029,6.916906166,0.0439501,0.36151,2.25E-08,1.31E-07,1.187638432,8.225464788,0.121573677,1.412319016,0.708055325,28860447.87,33906492.04,3.567505091,-32862139980,34320343.81,17206241.6,24300702.2,8.23E+00,0.772243,75258.38096,424.6194231,3768.97,148.2371913,2,1296,0,648,216,0,0,0,2,5,0,26.40688,25.52066,26.40688,3589,0.35997994,0
3, amide, linker108_CO_linker88_NH_lvt_relaxed_interp_2,0.743777,0.401452,5.397478008,0.0488037,0.309966,2.73E-08,2.84E-07,0.518158624,6.351280743,0.157448559,0.609723816,1.640086828,13065710.13,67509865.22,3.567455653,-34116326031,15374586.62,41355866.89,25215656.99,6.35E+00,0.843102,42146.78311,369.7243002,5196.44,162.7462279,3,512,0,288,64,128,0,0,1,1,5,16.41893,10.95512,16.41257,3590,0.360080241,0
3, CC, linker91_C_linker96_C_qzd-a_relaxed_interp_2,0.738902,0.436348,5.905356867,0.0488119,0.308964,2.58E-08,1.08E-07,1.415743335,6.329685999,0.15798572,1.517471504,0.658990958,33707972.03,35689105.18,3.567353615,-32192288797,36130056.73,15690166.59,23809380.69,6.33E+00,0.791491,70447.49013,434.9099843,4711.56,172.5491268,3,1152,0,576,288,0,0,0,2,3,7,14.41353,8.15596,13.96163,3591,0.360180542,0
3, CC, linker96_C_linker91_C_qzd-a_relaxed_interp_2,0.738902,0.436348,5.905356867,0.0488119,0.308964,2.58E-08,1.08E-07,1.415743335,6.329685999,0.15798572,1.517471504,0.658990958,33707972.03,35689105.18,3.567353615,-32192288797,36130056.73,15690166.59,23809380.69,6.33E+00,0.792691,70447.49013,434.9099843,4711.56,171.6044267,3,1152,0,576,288,0,0,0,2,3,7,14.41353,8.15596,13.96163,3592,0.360280843,0
2, CC, linker91_C_linker70_C_hnd_relaxed,0.694724,0.508721,7.3226346,0.0451861,0.339447,2.48E-08,2.98E-07,0.608003726,7.512199548,0.133116805,0.623743442,1.603223268,15250745.57,64155712.72,3.567179533,-33935008535,15645549.75,40214145.28,25083309.41,7.51E+00,0.725959,66528.33093,512.6047846,5267.64,151.9933152,2,864,0,648,432,216,0,0,6,10,0,10.72763,8.214,10.71163,3593,0.360381143,0
2, amide, linker102_CO_linker66_NH_kgm_relaxed,0.720904,0.391853,5.435578107,0.0468826,0.311758,2.68E-08,1.92E-07,0.755709443,6.649759186,0.150381386,0.924517266,1.081645564,18815174.69,28823641.06,3.567068907,-33679769880,23018044.86,26930125.64,24897366.13,6.65E+00,0.823362,30734.65626,354.3386244,4914.97,150.3896434,2,369,0,252,72,54,0,0,1,1,0,24.71634,23.46319,24.71417,3594,0.360481444,0
2, CC, linker92_C_linker71_C_hca_relaxed,0.70256,0.337279,4.80071453,0.0439583,0.238696,3.48E-08,1.95E-07,0.856078257,5.430055302,0.184160187,0.96830425,1.032733255,21198870.65,26106657.78,3.56703602,-33495212941,23977897.3,25573338.07,24762771.93,5.43E+00,0.835306,23412.32474,327.7623713,5598.95,140.7217798,2,243,0,135,81,27,0,0,1,2,0,21.55356,20.83013,21.55356,3595,0.360581745,0
3, imine, linker108_N_linker90_CH_qzd_relaxed,0.820199,0.599144,7.304861381,0.0543179,0.410789,2.05E-08,2.64E-07,0.567323936,7.562681915,0.132228224,0.587347281,1.702570238,14241601.69,72449259.95,3.56702068,-33962833333,14744250.15,42739827.53,25103121.49,7.56E+00,0.822514,39841.51457,429.6138321,5722.7,186.6821892,3,768,0,408,48,0,0,0,1,2,4,11.35818,8.89829,11.35815,3596,0.360682046,0
3, CC, linker97_C_linker96_C_xux_relaxed_interp_3,0.713827,0.423908,5.938525721,0.0472149,0.532429,1.58E-08,1.54E-07,0.608062594,11.27671561,0.088678303,1.15465509,0.866059491,15229916.19,28574663.96,3.566925726,-33885377937,28920213.83,21691867.89,25046625.68,1.13E+01,0.824815,129447.0939,329.4903289,5063.73,150.6168037,3,1824,0,1080,192,0,0,0,2,2,4,18.4346,18.26993,18.4346,3597,0.360782347,0
3, amine, linker101_CH2_linker103_NH_pth_relaxed,0.754145,0.58391,7.74267548,0.0487959,0.392846,2.03E-08,1.13E-07,1.385828226,8.05079935,0.124211269,1.440977994,0.693973124,32978890.45,33870624.99,3.566774192,-32176588914,34291302.85,16514646.76,23797242.56,8.05E+00,0.750683,25623.8291,473.3834355,6031.03,172.5017625,3,492,0,384,72,0,0,0,2,1,7,8.20898,6.53003,8.19892,3598,0.360882648,0
3, amine, linker103_NH_linker101_CH2_pth_relaxed,0.754145,0.58391,7.74267548,0.0487959,0.392846,2.03E-08,1.13E-07,1.385828226,8.05079935,0.124211269,1.440977994,0.693973124,32978890.45,33870624.99,3.566774192,-32176588914,34291302.85,16514646.76,23797242.56,8.05E+00,0.749474,25623.8291,473.3834355,6031.03,173.1887779,3,492,0,384,72,0,0,0,2,1,7,8.20898,6.53003,8.19892,3599,0.360982949,0
