 name,H2,CH4,aIM,Kh_H2,Kh_CH4,DCH4,DH2,k(CH4/H2),k(H2/CH4),aIM(CH4/H2),aIM(H2/CH4),kIM(CH4/H2),kIM(H2/CH4),MPS,score2,Sh2/ch4,score,rmps,PH2,PCH4,score1,Kh_H2,Kh_CH4, void fraction [widom], supercell volume [A^3],dimensions, density [kg/m^3], surface area [m^2/g], deliverable capacity [v STP/v], num carbon, num fluorine, num hydrogen, num nitrogen, num oxygen, num sulfur, num silicon, vertices, edges, genus, largest included sphere diameter [A], largest free sphere diameter [A], largest included sphere along free sphere path diameter [A],0,0,TOP
 linker102_CH2_linker65_NH_kgm_relaxed,0.696527,0.34378,5.755262021,0.0446739,0.25711,3.91E-08,1.18E-07,1.903233748,5.25E-01,5.755262021,0.173754035,1.903233748,0.525421536,8282599.88,3.485900539,3.485900539,3.617977446,-40550674810,15763723.61,30002050.78,3.617977446,0.0446739,0.25711,0.799933,29796.37556,2,357.4975878,4525.5,138.0694789,387,0,252,108,0,0,0,1,1,0,25.27797,23.44973,25.27797,3140,0.361002529,0
 linker92_C_linker52_C_hca_relaxed,0.649792,0.484285,13.14842877,0.0426959,0.561384,1.92E-08,1.94E-07,1.299012917,7.70E-01,13.14842877,0.076054715,1.299012917,0.769815286,19080911.62,3.566414857,3.566414857,3.617949904,-43537882980,24786350.66,32197789.67,3.617949904,0.0426959,0.561384,0.720039,24243.54079,2,385.0610696,2977.93,122.6209688,351,0,216,54,27,0,0,1,2,0,23.7541,22.21594,23.7541,3141,0.361117498,0
 linker91_C_linker46_C_car_relaxed,0.761672,0.693939,9.796215848,0.0487084,0.477158,2.18E-08,1.28E-07,1.669234811,5.99E-01,9.796215848,0.102080233,1.669234811,0.59907689,11120977.31,3.514823762,3.514823762,3.617930565,-41889014879,18563522.46,30986877.91,3.617930565,0.0487084,0.477158,0.774109,69947.75761,2,497.8868034,4793.62,146.0415417,1188,0,648,432,0,0,0,2,3,0,9.98911,7.5165,9.98906,3142,0.361232467,0
 linker91_C_linker83_C_htb-a_relaxed,0.738999,0.594168,11.14306683,0.047691,0.531424,1.92E-08,1.21E-07,1.77276119,5.64E-01,11.14306683,0.089741901,1.77276119,0.564091772,9716235.717,3.501565893,3.501565893,3.61771953,-41275047174,17224565.59,30535041.38,3.61771953,0.047691,0.531424,0.808807,73231.05404,2,441.2139699,4113.68,156.6150258,1080,0,432,432,0,0,0,2,5,0,25.096,23.3362,25.096,3143,0.361347436,0
 linker102_C_linker2_C_qzd_relaxed,0.716903,0.445052,6.472495015,0.0416779,0.26976,4.12E-08,3.19E-07,0.835437921,1.20E+00,6.472495015,0.154499926,0.835437921,1.196977028,47523467.2,3.65291087,3.65291087,3.617616505,-44866955346,39702906.66,33169313.81,3.617616505,0.0416779,0.26976,0.747371,51443.58312,3,457.2096228,5254.07,165.8511647,1053,0,648,0,54,0,0,1,2,4,9.17605,7.38476,9.17028,3144,0.361462405,0
 linker103_C_linker77_C_sra_relaxed_interp_2,0.725442,0.451012,6.296858942,0.0445646,0.280617,3.97E-08,3.16E-07,0.791674762,1.26E+00,6.296858942,0.158809338,0.791674762,1.263144979,53035042.5,3.663541245,3.663541245,3.61758536,-44963559471,41986504.63,33239656.05,3.61758536,0.0445646,0.280617,0.776327,61647.6285,3,428.0105087,5477.59,173.3391657,1120,0,640,128,0,0,0,1,3,5,10.63583,9.38935,10.61262,3145,0.361577374,0
 linker108_N_linker9_CH_uon_relaxed_interp_2,0.747061,0.459974,7.246611318,0.0467217,0.338574,1.97E-08,4.49E-08,3.183272641,3.14E-01,7.246611318,0.137995534,3.183272641,0.314142115,1969351.543,3.324413724,3.324413724,3.617562491,-26946760885,6268982.887,19955881.71,3.617562491,0.0467217,0.338574,0.825299,29786.20638,3,344.2709708,6425.14,169.6395124,432,0,312,48,0,0,0,1,2,7,13.81235,11.40723,13.31839,3146,0.361692343,0
 linker99_NH_linker44_CO_qzd_relaxed,0.745799,0.393335,5.510972769,0.0472579,0.260437,4.06E-08,1.50E-07,1.488891941,6.72E-01,5.510972769,0.181456168,1.488891941,0.671640414,14224872.46,3.538278123,3.538278123,3.617428179,-42633893812,21179297.96,31533686.05,3.617428179,0.0472579,0.260437,0.80294,37275.23509,3,401.3145974,6573.98,179.4054785,480,0,360,96,96,0,0,1,2,4,10.1601,6.81975,9.89352,3147,0.361807312,0
 linker99_NH_linker50_CH2_qtz_relaxed,0.713932,0.372471,5.724628485,0.0457048,0.261643,4.13E-08,1.89E-07,1.252731783,7.98E-01,5.724628485,0.174683825,1.252731783,0.798255471,20530496.23,3.573084681,3.573084681,3.617395503,-43568414076,25719205.16,32219265.74,3.617395503,0.0457048,0.261643,0.78508,30828.17029,3,375.3384215,6730.46,172.2484113,408,0,384,120,0,0,0,1,1,4,10.77612,6.9344,10.70171,3148,0.361922281,0
 linker102_CH_linker18_N_sql_relaxed,0.722166,0.32826,5.638999233,0.0454891,0.256513,4.37E-08,4.20E-07,0.587840964,1.70E+00,5.638999233,0.177336431,0.587840964,1.701140379,96940310.48,3.724460853,3.724460853,3.617287018,-45320396407,56985485.56,33498402.76,3.617287018,0.0454891,0.256513,0.828596,56760.6349,2,348.5863395,5895.62,164.3210214,660,0,432,144,96,0,0,1,1,0,15.52363,14.12476,15.52363,3149,0.36203725,0
 linker103_C_linker62_C_cds_relaxed,0.757795,0.448097,6.433670775,0.04544,0.292346,3.72E-08,2.13E-07,1.1246324,8.89E-01,6.433670775,0.155432262,1.1246324,0.889179434,25691273.68,3.59415508,3.59415508,3.617170753,-43944453642,28893238.77,32494272.44,3.617170753,0.04544,0.292346,0.803336,126669.3768,3,435.0385766,5543.19,183.8513536,280,0,112,48,0,0,0,1,2,3,9.96521,7.4939,9.93382,3150,0.362152219,0
 linker105_N_linker72_CH_lvt_relaxed_interp_3,0.742893,0.522248,7.509339925,0.049358,0.370646,2.82E-08,1.36E-07,1.554031564,6.43E-01,7.509339925,0.133167497,1.554031564,0.643487573,12939758.4,3.52904822,3.52904822,3.617062663,-42247904609,20108792.99,31249699.02,3.617062663,0.049358,0.370646,0.776691,49403.79545,3,502.1231441,4640.76,172.7018485,672,0,336,192,240,0,0,1,1,5,10.48477,9.4148,10.27942,3151,0.362267188,0
 linker99_CH2_linker80_NH_sql_relaxed,0.671285,0.405025,6.611173928,0.0425401,0.28124,3.94E-08,3.25E-07,0.803449849,1.24E+00,6.611173928,0.151259067,0.803449849,1.244632755,51288855.75,3.660027829,3.660027829,3.617004662,-44785862253,41208023.44,33108580.23,3.617004662,0.0425401,0.28124,0.721701,27170.67837,2,415.6045741,5869.87,162.9704487,384,0,456,96,24,0,0,1,1,0,10.76809,8.89496,10.76807,3152,0.362382157,0
 linker91_C_linker48_C_hna_relaxed,0.650356,0.668009,14.2116243,0.0470239,0.668286,1.60E-08,1.67E-07,1.361024641,7.35E-01,14.2116243,0.070364934,1.361024641,0.734740555,17189271.38,3.556078316,3.556078316,3.616963332,-43053729304,23395021.91,31841201.3,3.616963332,0.0470239,0.668286,0.6932,34290.34598,2,544.4909601,2731.47,135.9478648,648,0,432,216,0,0,0,2,3,0,12.26807,11.69949,12.09448,3153,0.362497126,0
 linker109_C_linker49_C_cds_relaxed,0.724954,0.786676,11.15360905,0.0454192,0.506588,2.20E-08,3.61E-07,0.679576487,1.47E+00,11.15360905,0.089657078,0.679576487,1.471504708,72107913.71,3.693697936,3.693697936,3.616960399,-45050515975,49002842.67,33301179.66,3.616960399,0.0454192,0.506588,0.711759,64240.12369,3,562.6686116,4492.63,149.6602775,1476,0,864,144,72,0,0,1,2,3,8.18688,6.18131,7.57027,3154,0.362612095,0
 linker92_C_linker26_C_fxt_relaxed,0.699229,0.344174,5.46848739,0.0438507,0.239797,4.64E-08,3.66E-07,0.694241238,1.44E+00,5.46848739,0.182865924,0.694241238,1.440421492,68974971.81,3.689151264,3.689151264,3.616779326,-44972578615,47885269.83,33243929.01,3.616779326,0.0438507,0.239797,0.831596,93414.29215,2,366.9158966,4645.18,129.7861153,864,0,324,216,432,0,0,1,3,0,37.15547,36.20313,37.15547,3155,0.362727064,0
 linker91_C_linker7_C_tts-a_relaxed,0.715267,0.458579,6.559146712,0.0465681,0.305447,3.57E-08,2.21E-07,1.059954057,9.43E-01,6.559146712,0.152458855,1.059954057,0.943437118,28984729.4,3.605367561,3.605367561,3.616765726,-44041424192,30722481.5,32564418.9,3.616765726,0.0465681,0.305447,0.763142,56792.91731,2,410.992275,6055.82,162.1982391,900,0,720,180,0,0,0,3,5,0,15.66702,12.97981,15.66702,3156,0.362842033,0
 linker110_C_linker87_C_atn_relaxed,0.719917,0.38648,6.508644742,0.0462362,0.300935,3.68E-08,3.06E-07,0.782970644,1.28E+00,6.508644742,0.153641816,0.782970644,1.277187092,53964968.17,3.664842499,3.664842499,3.616686578,-44751731266,42252985.87,33082847.55,3.616686578,0.0462362,0.300935,0.812135,41424.62381,3,364.805308,4715.56,172.2963548,704,0,640,0,0,0,0,1,3,9,19.98731,14.57765,19.79643,3157,0.362957002,0
 linker108_C_linker91_C_tbo_relaxed,0.842327,1.3173,17.16138265,0.0637268,1.09364,1.02E-08,2.93E-07,0.597890368,1.67E+00,17.16138265,0.058270363,0.597890368,1.672547432,93203230.36,3.71995165,3.71995165,3.616420512,-45075489668,55725313.72,33317628.34,3.616420512,0.0637268,1.09364,0.782201,18710.78998,3,643.8573617,2533.16,126.1297086,480,0,144,96,0,0,0,2,1,11,15.44055,4.62539,15.43339,3158,0.363071971,0
 linker102_N_linker12_CH_cds_relaxed_interp_2,0.753084,0.478933,6.268688222,0.0464263,0.291032,3.75E-08,2.30E-07,1.021354371,9.79E-01,6.268688222,0.159523008,1.021354371,0.979092104,31202323.19,3.612107357,3.612107357,3.616242512,-44022048800,31868629.16,32549163.67,3.616242512,0.0464263,0.291032,0.79746,44928.93713,3,430.9176178,5804.37,178.2644402,688,0,448,64,128,0,0,1,2,3,9.53668,7.10745,9.53668,3159,0.36318694,0
 linker108_C_linker40_C_kgm_relaxed,0.763842,0.485856,7.360240894,0.0485192,0.357113,3.03E-08,2.01E-07,1.107409365,9.03E-01,7.360240894,0.135865118,1.107409365,0.903008437,26336696.42,3.595921361,3.595921361,3.615906541,-43679782173,29165504.25,32298152.53,3.615906541,0.0485192,0.357113,0.86217,25770.13763,2,356.4031925,4912.33,149.876965,360,0,126,36,36,0,0,1,1,0,24.1025,22.90279,24.1025,3160,0.363301908,0
 linker99_C_linker23_C_kgm_relaxed,0.701438,0.351816,5.630478106,0.0433544,0.244106,4.50E-08,3.07E-07,0.826408281,1.21E+00,5.630478106,0.177604811,0.826408281,1.210055638,48024372.78,3.65302066,3.65302066,3.615578525,-44365362439,39687739.37,32798276.47,3.615578525,0.0433544,0.244106,0.806076,25700.25332,2,368.9946288,4377.82,139.4501503,324,0,162,36,72,0,0,1,1,0,22.90781,21.72467,22.90781,3161,0.363416877,0
 linker104_N_linker59_CH_vba_relaxed_interp_2,0.73371,0.351512,5.453792902,0.0453004,0.247059,4.48E-08,3.74E-07,0.654471202,1.53E+00,5.453792902,0.183358631,0.654471202,1.527951111,77212541.78,3.700063361,3.700063361,3.615566363,-44742180213,50533385.01,33072645.22,3.615566363,0.0453004,0.247059,0.80654,138923.8066,3,387.4431819,6390.07,175.7125612,1664,0,1152,512,256,0,0,1,4,9,11.05043,9.38825,10.63401,3162,0.363531846,0
 linker109_N_linker91_CH_xux_relaxed_interp_2,0.740648,0.424328,6.589152737,0.0483569,0.318631,3.48E-08,3.73E-07,0.614804126,1.63E+00,6.589152737,0.15176458,0.614804126,1.626534302,87604686.57,3.713068041,3.713068041,3.615476623,-44798330701,53859722.75,33113179.77,3.615476623,0.0483569,0.318631,0.790367,53767.50635,3,415.4986315,5385.67,177.4314856,784,0,448,256,0,0,0,2,2,4,14.27252,7.11948,14.27237,3163,0.363646815,0
 linker108_CO_linker42_NH_kgm_relaxed,0.804652,0.578833,7.682647588,0.0519265,0.398933,2.77E-08,3.08E-07,0.69139824,1.45E+00,7.682647588,0.130163461,0.69139824,1.446344439,68964464.02,3.68851335,3.68851335,3.61530417,-44598295506,47681909.05,32967188,3.61530417,0.0519265,0.398933,0.86158,23578.31549,2,435.158883,4603.02,164.9329623,324,0,126,72,72,0,0,1,1,0,19.44314,17.79284,19.44314,3164,0.363761784,0
 linker91_C_linker71_C_hnc_relaxed,0.746487,0.437655,6.397915422,0.0470311,0.300901,3.66E-08,3.25E-07,0.720243098,1.39E+00,6.397915422,0.15630091,0.720243098,1.388420107,63439893.76,3.680142106,3.680142106,3.61523588,-44519241219,45692145.64,32909452.55,3.61523588,0.0470311,0.300901,0.807245,44452.90531,2,465.6480058,5459.18,167.7993637,504,0,216,360,72,0,0,4,7,0,11.16796,7.76243,11.16793,3165,0.363876753,0
 linker99_CO_linker8_NH_cdl_relaxed_interp_2,0.700342,0.694066,11.03428018,0.047491,0.524029,2.07E-08,2.25E-07,1.016469634,9.84E-01,11.03428018,0.090626664,1.016469634,0.98379722,31318151.25,3.61196897,3.61196897,3.615165847,-43763991077,31833949.75,32358243.26,3.615165847,0.047491,0.524029,0.691411,55989.45354,3,621.1178087,3597.63,137.0705258,896,0,448,256,384,0,0,1,3,5,7.84785,4.9614,7.84783,3166,0.363991722,0
 linker107_C_linker22_C_dia_relaxed_interp_2,0.737865,0.446636,6.699391509,0.0460812,0.308716,3.56E-08,3.09E-07,0.772415953,1.29E+00,6.699391509,0.149267288,0.772415953,1.294639238,54957318.78,3.665905515,3.665905515,3.615043757,-44354567794,42449909.74,32788987.46,3.615043757,0.0460812,0.308716,0.790062,72492.16081,3,421.1741244,6094.33,179.5731447,1152,0,704,128,128,0,0,1,1,3,11.74716,9.24546,11.74715,3167,0.364106691,0
 linker100_N_linker83_CH_umc_relaxed_interp_3,0.766965,0.40789,5.66514908,0.0484102,0.274251,3.82E-08,1.51E-07,1.432040038,6.98E-01,5.66514908,0.176517861,1.432040038,0.698304498,15251632.33,3.543835939,3.543835939,3.61501867,-42288781292,21840948.14,31277112.2,3.61501867,0.0484102,0.274251,0.837401,114462.187,3,380.5820902,6426.92,180.1812528,1536,0,864,384,96,0,0,1,4,9,12.24903,7.42663,12.19354,3168,0.36422166,0
 linker110_C_linker45_C_umr_relaxed,0.716258,0.630986,10.05244863,0.0471509,0.473982,2.10E-08,1.15E-07,1.843508472,5.42E-01,10.05244863,0.09947825,1.843508472,0.542443941,8756909.039,3.490152784,3.490152784,3.615001357,-40226055512,16143436,29760561.03,3.615001357,0.0471509,0.473982,0.751386,83245.14347,3,495.9302855,4404.4,153.1266985,1664,0,1280,256,0,0,0,1,3,17,12.23927,11.80115,12.23847,3169,0.364336629,0
 linker98_N_linker1_CH_cds_relaxed_interp_3,0.716361,0.269874,5.432202989,0.0444201,0.241299,4.56E-08,3.34E-07,0.742174869,1.35E+00,5.432202989,0.184087377,0.742174869,1.347391352,59589223.21,3.673823637,3.673823637,3.614963915,-44401768489,44225623.94,32823146.66,3.614963915,0.0444201,0.241299,0.861302,33618.50141,3,267.0296712,6474.55,148.0853398,360,0,240,60,0,0,0,1,2,3,17.10387,13.34395,17.10387,3170,0.364451598,0
 linker100_CO_linker71_NH_cds_relaxed_interp_2,0.686292,0.643486,10.69067983,0.0456333,0.487851,2.24E-08,2.88E-07,0.831736459,1.20E+00,10.69067983,0.093539421,0.831736459,1.202303914,47153972.59,3.650855033,3.650855033,3.614683375,-44124628838,39219678.17,32620436.24,3.614683375,0.0456333,0.487851,0.696885,26756.11801,3,592.2875855,3522.33,140.8436755,416,0,256,160,128,0,0,1,2,3,9.28878,5.8983,9.10595,3171,0.364566567,0
 linker110_C_linker89_C_mon_relaxed_interp_2,0.734018,0.398965,6.028226369,0.0465593,0.28067,1.84E-08,3.13E-08,3.541626242,2.82E-01,6.028226369,0.165886272,3.541626242,0.282356164,1228405.161,3.260779469,3.260779469,3.614667387,-20800197719,4350551.952,15408028.96,3.614667387,0.0465593,0.28067,0.802032,69837.58113,3,371.8066841,5420.94,178.4001804,1216,0,1024,0,0,0,0,1,3,9,14.29537,10.55028,13.34673,3172,0.364681536,0
 linker92_C_linker66_C_hcb_relaxed,0.76393,0.427494,5.745481646,0.0481702,0.276761,3.98E-08,3.61E-07,0.633158328,1.58E+00,5.745481646,0.174049812,0.633158328,1.579383791,81946948.05,3.705633413,3.705633413,3.614237728,-44443932861,51885392.58,32851668.39,3.614237728,0.0481702,0.276761,0.813357,23045.67875,2,410.2510584,6701.37,177.4883531,324,0,216,72,36,0,0,1,1,0,9.75838,6.72739,9.75838,3173,0.364796505,0
 linker102_N_linker6_CH_cdl_relaxed_interp_2,0.745651,0.480624,7.24958878,0.0485142,0.351708,3.06E-08,2.17E-07,1.024446003,9.76E-01,7.24958878,0.137938858,1.024446003,0.976137344,30648839.68,3.609491495,3.609491495,3.614218213,-43503240248,31398081.29,32165638.87,3.614218213,0.0485142,0.351708,0.773582,88041.01062,3,471.1919331,5486.8,170.3604295,1376,0,768,256,256,0,0,1,3,5,10.35723,6.9338,10.18875,3174,0.364911474,0
 linker91_C_linker66_C_hca_relaxed,0.696614,0.323826,5.730491389,0.0436884,0.250356,4.32E-08,2.62E-07,0.944138717,1.06E+00,5.730491389,0.174505105,0.944138717,1.059166393,36243907.35,3.625367533,3.625367533,3.614114984,-43698027894,34219276.2,32307743.54,3.614114984,0.0436884,0.250356,0.845604,23017.19475,2,311.9182896,5455.37,127.5283167,189,0,108,108,27,0,0,1,2,0,22.68101,21.23972,22.68101,3175,0.365026443,0
 linker103_C_linker38_C_sql_relaxed,0.780593,0.516113,6.581119264,0.0528401,0.347747,3.18E-08,4.31E-07,0.485801127,2.06E+00,6.581119264,0.151949837,0.485801127,2.058455498,139933205.2,3.764622204,3.764622204,3.614106552,-44682778562,67979708.75,33024619.11,3.614106552,0.0528401,0.347747,0.82018,33869.39913,2,431.0942441,5536.98,189.1856833,588,0,288,48,48,0,0,1,1,0,12.1748,10.60322,12.1748,3176,0.365141412,0
 linker101_NH_linker83_CH2_kgm_relaxed,0.70106,0.415063,6.292701664,0.0447787,0.281779,3.86E-08,2.84E-07,0.854524991,1.17E+00,6.292701664,0.158914255,0.854524991,1.170240789,44458182.28,3.644899494,3.644899494,3.614062043,-43912202733,37990627.81,32463940.88,3.614062043,0.0447787,0.281779,0.792069,22693.99765,2,363.9287128,5390.88,143.6776343,288,0,252,90,0,0,0,1,1,0,20.4938,18.535,20.49379,3177,0.365256381,0
 linker99_C_linker99_C_cha_relaxed,0.828115,1.11465,14.63366005,0.0543689,0.795616,1.38E-08,3.20E-07,0.63084028,1.59E+00,14.63366005,0.068335604,0.63084028,1.5851873,82419167.5,3.706108595,3.706108595,3.613943947,-44373414831,51993330.71,32799487.31,3.613943947,0.0543689,0.795616,0.782762,67870.27242,3,529.0936588,3920.84,142.3559642,1728,0,864,0,0,0,0,1,4,13,10.55509,6.14377,10.50735,3178,0.36537135,0
 linker108_NH_linker72_CH2_lvt_relaxed_interp_2,0.742792,0.407166,5.89964613,0.0484924,0.286088,3.79E-08,2.53E-07,0.885729906,1.13E+00,5.89964613,0.169501692,0.885729906,1.129012347,41280655.22,3.637721823,3.637721823,3.613942396,-43804947454,36563510.86,32385395.03,3.613942396,0.0484924,0.286088,0.810885,40692.8804,3,422.1466449,5435.37,180.7060293,512,0,352,128,128,0,0,1,1,5,13.70587,9.82524,12.96535,3179,0.365486319,0
 linker91_C_linker1_C_fxt_relaxed,0.750207,0.378664,6.176322934,0.0478066,0.295269,3.70E-08,3.10E-07,0.738088574,1.35E+00,6.176322934,0.161908632,0.738088574,1.354850943,59901359.96,3.673888576,3.673888576,3.613918659,-44144338478,44212509.33,32632747.94,3.613918659,0.0478066,0.295269,0.85914,39725.89208,2,323.1071037,6261.94,151.0636651,432,0,270,162,0,0,0,1,3,0,24.34464,22.45076,24.34464,3180,0.365601288,0
 linker109_C_linker91_C_lni_relaxed,0.759269,0.37694,6.250661613,0.0504449,0.315314,3.50E-08,4.15E-07,0.527145758,1.90E+00,6.250661613,0.159983065,0.527145758,1.897008533,118498906.3,3.745206807,3.745206807,3.613879123,-44551759093,62466195.74,32928790.07,3.613879123,0.0504449,0.315314,0.855803,105456.7038,3,357.1222358,5062.31,180.9789864,1488,0,768,288,0,0,0,2,3,13,17.36919,8.83214,17.36876,3181,0.365716257,0
 linker109_C_linker4_C_sql_relaxed,0.572095,0.558143,10.14121917,0.0385146,0.390585,2.50E-08,1.31E-07,1.930584373,5.18E-01,10.14121917,0.098607473,1.930584373,0.51797788,7827410.186,3.478509063,3.478509063,3.61386724,-39430657759,15111475.79,29173979.01,3.61386724,0.0385146,0.390585,0.533972,40017.086,2,625.8264615,2396.23,101.3184788,999,0,594,54,108,0,0,1,1,0,8.07391,7.49321,8.07372,3182,0.365831226,0
 linker92_C_linker50_C_tts-a_relaxed,0.668649,0.627312,10.03514897,0.0461749,0.463372,2.04E-08,9.59E-08,2.130051786,4.69E-01,10.03514897,0.099649741,2.130051786,0.469472154,6204194.878,3.454895229,3.454895229,3.61380742,-38039956531,13215256.38,28149180.45,3.61380742,0.0461749,0.463372,0.689774,58704.20662,2,527.5654003,3192.58,138.896372,1170,0,810,270,0,0,0,3,5,0,15.04793,12.93205,15.04792,3183,0.365946195,0
 linker99_C_linker76_C_lvt_relaxed_interp_3,0.678723,1.20662,21.70734993,0.0527121,1.14424,8.44E-09,9.14E-08,2.002703638,4.99E-01,21.70734993,0.046067346,2.002703638,0.499325003,7183414.001,3.469839934,3.469839934,3.613778822,-38938520996,14386249.36,28811393.93,3.613778822,0.0527121,1.14424,0.648549,18834.68442,3,648.1530056,2853.49,103.7697819,480,0,240,96,0,0,0,1,1,5,8.69777,6.1597,6.56993,3184,0.366061163,0
 linker92_C_linker67_C_tts-a_relaxed,0.764972,0.476671,6.137643336,0.0491415,0.301613,3.62E-08,3.00E-07,0.740874249,1.35E+00,6.137643336,0.162928985,0.740874249,1.349756726,59374945.62,3.672929974,3.672929974,3.613717682,-44087218224,43989368.23,32590590.14,3.613717682,0.0491415,0.301613,0.816567,57540.88605,2,447.0925441,5714.84,173.969032,810,0,360,180,180,0,0,3,5,0,16.36298,14.47457,16.33208,3185,0.366176132,0
 linker109_CO_linker87_NH_qtz_relaxed_interp_3,0.701374,0.520796,9.74982834,0.0452929,0.441598,2.17E-08,1.03E-07,2.043925888,4.89E-01,9.74982834,0.102565908,2.043925888,0.48925453,6842015.552,3.464853839,3.464853839,3.61365939,-38629250346,13984572.71,28583430.19,3.61365939,0.0452929,0.441598,0.744047,96142.70003,3,398.3639553,5055.67,154.0699377,1476,0,1008,144,144,0,0,1,1,4,18.12292,16.33354,18.1229,3186,0.366291101,0
 linker102_N_linker17_CH_sql_relaxed,0.712273,0.333858,5.441419234,0.0449482,0.244582,4.49E-08,4.07E-07,0.600294584,1.67E+00,5.441419234,0.183775584,0.600294584,1.66584878,90985049.59,3.716320681,3.716320681,3.613648129,-44357237191,54617832.47,32786789.01,3.613648129,0.0449482,0.244582,0.818563,55107.00993,2,359.0465527,5639.34,161.3840196,660,0,432,144,96,0,0,1,1,0,15.01435,13.38322,15.0143,3187,0.36640607,0
 linker110_CH_linker91_N_mjb_relaxed,0.718033,0.367783,6.225167066,0.0440544,0.274246,4.01E-08,4.47E-07,0.558149826,1.79E+00,6.225167066,0.160638259,0.558149826,1.791633631,105340831.1,3.731992571,3.731992571,3.613503812,-44399436637,58795966.61,32816958.56,3.613503812,0.0440544,0.274246,0.83366,69021.84332,3,351.4598921,4703.59,159.0118083,816,0,768,288,0,0,0,2,3,7,19.6581,19.14914,19.56258,3188,0.366521039,0
 linker110_C_linker41_C_npo_relaxed,0.721105,0.40153,5.800073169,0.0456477,0.26476,4.14E-08,3.86E-07,0.621996852,1.61E+00,5.800073169,0.172411618,0.621996852,1.60772518,84572995.53,3.70858721,3.70858721,3.613453471,-44265637354,52604136.96,32719607.57,3.613453471,0.0456477,0.26476,0.816626,73497.15351,3,397.3647331,4116.77,161.1627213,1152,0,864,96,96,0,0,1,2,7,18.85298,17.67591,18.8484,3189,0.366636008,0
 linker100_NH_linker12_CH2_kgm_relaxed,0.680265,0.36554,5.912705138,0.0430747,0.254688,3.97E-08,1.42E-07,1.658334305,6.03E-01,5.912705138,0.169127324,1.658334305,0.603014722,10987182.67,3.511612017,3.511612017,3.613318994,-40846640480,18220421.94,30215550.77,3.613318994,0.0430747,0.254688,0.786829,23120.83404,2,373.9482748,5171.35,139.7016716,252,0,234,36,90,0,0,1,1,0,21.59971,20.49116,21.58271,3190,0.366750977,0
 linker98_C_linker88_C_qtz_relaxed,0.725407,0.678132,14.14625395,0.0487727,0.689951,1.57E-08,2.46E-07,0.901944775,1.11E+00,14.14625395,0.070690092,0.901944775,1.108715331,39628825.96,3.63352792,3.63352792,3.613311402,-43605358290,35743012.53,32238223.41,3.613311402,0.0487727,0.689951,0.814174,42751.2207,3,385.4174239,4094.98,148.7708721,672,0,408,48,48,0,0,1,1,4,24.79065,24.67651,24.79065,3191,0.366865946,0
 linker103_C_linker65_C_sql_relaxed,0.757922,0.855828,11.62768487,0.0494205,0.574646,1.86E-08,1.97E-07,1.09610781,9.12E-01,11.62768487,0.086001643,1.09610781,0.912319018,26502965.55,3.595325956,3.595325956,3.613298374,-43063311976,29050107.52,31842049.72,3.613298374,0.0494205,0.574646,0.724563,75853.93332,2,597.4159548,4065.04,140.2222107,444,0,144,96,0,0,0,1,1,0,7.34655,6.33914,7.33497,3192,0.366980915,0
 linker91_C_linker11_C_kgd-a_relaxed,0.701888,0.449217,8.50934796,0.0438117,0.372809,2.70E-08,1.35E-07,1.706310733,5.86E-01,8.50934796,0.117517817,1.706310733,0.586059726,10314120.5,3.505460556,3.505460556,3.613289376,-40593720805,17599094.5,30029523.83,3.613289376,0.0438117,0.372809,0.753279,35464.61959,2,475.8197184,3438.03,162.8058579,432,0,432,324,0,0,0,2,3,0,12.79053,11.34119,12.70323,3193,0.367095884,0
 linker110_C_linker82_C_umu_relaxed,0.694909,0.47209,7.547706014,0.0451463,0.340751,3.08E-08,1.80E-07,1.295938146,7.72E-01,7.547706014,0.132490587,1.295938146,0.771641766,18668765.43,3.56222573,3.56222573,3.613287642,-42396146292,24193565.26,31353364.1,3.613287642,0.0451463,0.340751,0.752561,74454.0384,3,451.6236219,4596.19,160.0452018,1280,0,1280,256,0,0,0,1,4,17,15.33444,11.71977,14.71282,3194,0.367210853,0
 linker92_C_linker11_C_fxt_relaxed,0.672672,0.427999,9.222376994,0.0440792,0.406515,2.44E-08,1.23E-07,1.822822469,5.49E-01,9.222376994,0.108431915,1.822822469,0.548599777,8895476.06,3.490962763,3.490962763,3.613285094,-39951300649,16214873.63,29556835.99,3.613285094,0.0440792,0.406515,0.760561,41043.55674,2,406.8255714,3643.83,138.3762197,540,0,540,216,0,0,0,1,3,0,27.0605,25.56854,27.04984,3195,0.367325822,0
 linker103_NH_linker48_CO_qtz_relaxed_interp_2,0.714738,0.393025,5.783173314,0.0454944,0.263102,2.76E-08,5.37E-08,2.969798112,3.37E-01,5.783173314,0.172915447,2.969798112,0.336723226,2457292.93,3.350934839,3.350934839,3.613149719,-29269485302,7297663.904,21672588.48,3.613149719,0.0454944,0.263102,0.802134,83972.67292,3,378.1705634,5345.98,159.525174,1176,0,768,192,96,0,0,1,1,4,14.828,12.29887,14.828,3196,0.367440791,0
