 name,H2,CH4,aIM,Kh_H2,Kh_CH4,DCH4,DH2,k(CH4/H2),k(H2/CH4),aIM(CH4/H2),aIM(H2/CH4),kIM(CH4/H2),kIM(H2/CH4),MPS,score2,Sh2/ch4,score,rmps,PH2,PCH4,score1,Kh_H2,Kh_CH4, void fraction [widom], supercell volume [A^3],dimensions, density [kg/m^3], surface area [m^2/g], deliverable capacity [v STP/v], num carbon, num fluorine, num hydrogen, num nitrogen, num oxygen, num sulfur, num silicon, vertices, edges, genus, largest included sphere diameter [A], largest free sphere diameter [A], largest included sphere along free sphere path diameter [A],0,0,TOP
 linker92_C_linker72_C_hcb_relaxed,0.781152,0.716593,9.514997386,0.0508822,0.484144,7.27E-08,3.90E-07,1.774712342,5.63E-01,9.514997386,0.105097244,1.774712342,0.563471599,33363051.25,3.716059669,3.716059669,3.832455289,-1.4204E+11,59209818.81,105080396.2,3.832455289,0.0508822,0.484144,0.779017,22804.56631,2,566.6102798,4880.95,162.8424872,360,0,144,72,144,0,0,1,1,0,8.2481,5.39578,8.24803,902,0.103702,2
 linker92_C_linker42_C_hnb_relaxed,0.753502,0.56021,8.902190286,0.049126,0.437329,6.70E-08,2.28E-07,2.621823046,3.81E-01,8.902190286,0.112331906,2.621823046,0.381413994,12729079.4,3.615280191,3.615280191,3.832433173,-1.18201E+11,33373393.71,87499132.74,3.832433173,0.049126,0.437329,0.812732,54073.87535,2,460.2746699,4331.61,162.5773106,864,0,288,144,144,0,0,2,2,0,15.67052,15.39875,15.65607,903,0.103816969,2
 linker91_C_linker64_C_tth-a_relaxed,0.757756,0.389799,6.911685727,0.0480398,0.332036,1.04E-07,3.83E-07,1.88295239,5.31E-01,6.911685727,0.144682504,1.88295239,0.531080873,29166660.96,3.702766238,3.702766238,3.832398795,-1.39772E+11,54919433.97,103410679.5,3.832398795,0.0480398,0.332036,0.863981,113417.7036,2,375.0262645,5621.4,160.9400102,1134,0,324,648,162,0,0,4,7,0,23.70634,22.19274,23.69643,904,0.103931938,2
 linker103_C_linker46_C_qzd_relaxed,0.713572,0.798282,12.26922692,0.0470213,0.576915,5.58E-08,3.01E-07,2.273193716,4.40E-01,12.26922692,0.081504728,2.273193716,0.439909715,18596587.52,3.656704551,3.656704551,3.83233921,-1.29848E+11,42273645.9,96096186.21,3.83233921,0.0470213,0.576915,0.686636,47489.03926,3,563.324995,3788.6,130.8221201,1161,0,648,108,0,0,0,1,2,4,8.6902,5.50013,8.6842,905,0.104046907,2
 linker108_CO_linker42_NH_sql_relaxed,0.811991,0.636624,8.581537772,0.053558,0.45961,7.45E-08,3.29E-07,1.944941729,5.14E-01,8.581537772,0.116529231,1.944941729,0.514154221,27011154.82,3.694940311,3.694940311,3.832014521,-1.38099E+11,52535122.14,102177751.3,3.832014521,0.053558,0.45961,0.842923,28290.74063,2,483.5652092,4548.92,173.3203777,432,0,168,96,96,0,0,1,1,0,11.5021,10.76876,11.5021,906,0.104161876,2
 linker99_C_linker42_C_kgm_relaxed,0.735921,0.804958,10.193852,0.049512,0.504718,5.51E-08,2.04E-07,2.758560898,3.63E-01,10.193852,0.098098344,2.758560898,0.362507857,10905640.16,3.597142665,3.597142665,3.831389772,-1.12096E+11,30083872.52,82988194.37,3.831389772,0.049512,0.504718,0.791656,56351.87894,2,494.77166,3419.37,158.9955379,1008,0,360,144,144,0,0,1,1,0,16.32609,15.19249,16.31297,907,0.104276845,2
 linker99_CO_linker66_NH_sql_relaxed,0.749728,0.380846,5.453287843,0.0471312,0.25702,1.20E-07,2.70E-07,2.424893138,4.12E-01,5.453287843,0.183375613,2.424893138,0.412389307,15640231.66,3.637680602,3.637680602,3.831138767,-1.24253E+11,37925890.43,91966231.47,3.831138767,0.0471312,0.25702,0.825466,27368.49167,2,392.0503149,6447.15,173.5372079,312,0,216,96,72,0,0,1,1,0,11.42697,9.85345,11.24424,908,0.104391814,2
 linker101_C_linker70_C_kgm_relaxed,0.678894,0.691865,10.50653844,0.0472284,0.496207,6.12E-08,2.59E-07,2.477444554,4.04E-01,10.50653844,0.095178827,2.477444554,0.403641728,14764065.54,3.631337068,3.631337068,3.831038096,-1.22427E+11,36577153.76,90617870.39,3.831038096,0.0472284,0.496207,0.720052,54881.6598,2,497.1880919,3852.07,141.0622755,864,0,720,216,144,0,0,1,1,0,15.3783,13.11746,15.35771,909,0.104506783,2
 linker109_C_linker12_C_sql_relaxed,0.565828,0.707514,13.07093989,0.0391867,0.512207,3.82E-08,1.46E-07,3.415360496,2.93E-01,13.07093989,0.076505592,3.415360496,0.29279486,5012746.803,3.498822916,3.498822916,3.829792562,-78942316554,17120337.41,58472124.08,3.829792562,0.0391867,0.512207,0.508563,40046.21443,2,667.9150085,2167.88,106.901203,999,0,648,0,216,0,0,1,1,0,8.61411,7.67547,8.59167,910,0.104621752,2
 linker99_CO_linker65_NH_sql_relaxed,0.770122,0.455431,6.392169304,0.048859,0.312315,1.10E-07,3.92E-07,1.801028863,5.55E-01,6.392169304,0.156441413,1.801028863,0.555238187,31742583.02,3.709909116,3.709909116,3.829555942,-1.39176E+11,57169308.2,102963574.1,3.829555942,0.048859,0.312315,0.827692,26868.88978,2,428.9943909,6584.05,177.7698335,336,0,120,144,48,0,0,1,1,0,9.82601,8.83282,9.81264,911,0.104736721,2
 linker105_N_linker78_CH_cds_relaxed_interp_2,0.721901,0.406069,6.133059898,0.0474944,0.291286,1.09E-07,2.97E-07,2.252494345,4.44E-01,6.133059898,0.163050747,2.252494345,0.44395228,18712244.21,3.656217928,3.656217928,3.829433829,-1.28289E+11,42149224.27,94940889.33,3.829433829,0.0474944,0.291286,0.769894,30512.79322,3,441.004215,5586.17,161.7869205,416,0,288,128,64,0,0,1,2,3,10.26131,6.76613,9.51141,912,0.10485169,2
 linker105_C_linker2_C_unc_relaxed,0.738039,0.758215,11.36255768,0.0499766,0.567862,5.06E-08,2.19E-07,2.630210158,3.80E-01,11.36255768,0.088008354,2.630210158,0.380197756,12397191.97,3.611238358,3.611238358,3.829421915,-1.15856E+11,32607220.24,85763841.89,3.829421915,0.0499766,0.567862,0.719636,34974.88437,3,556.6181208,4966.31,145.881393,768,0,448,0,128,0,0,1,2,5,7.03001,6.14379,6.63123,913,0.104966659,2
 linker102_C_linker17_C_gis_relaxed_interp_3,0.655459,0.551682,8.93143657,0.0443633,0.396228,3.43E-09,6.15E-09,4.976433152,2.01E-01,8.93143657,0.111964071,4.976433152,0.200947138,163703.6504,2.969333143,2.969333143,3.829183094,-5467052614,814660.2728,4054102.389,3.829183094,0.0443633,0.396228,0.696192,133992.7111,3,526.3541239,4106.02,151.0349461,2448,0,1536,384,384,0,0,1,2,9,10.40664,8.37718,10.40663,914,0.105081628,2
 linker99_N_linker5_CH_cdl_relaxed_interp_2,0.754192,0.496813,7.045267818,0.050146,0.353292,1.01E-07,4.74E-07,1.501219553,6.66E-01,7.045267818,0.141939246,1.501219553,0.666125084,47235618.77,3.748155502,3.748155502,3.829003753,-1.43924E+11,70911034.48,106453031.5,3.829003753,0.050146,0.353292,0.780802,62232.25386,3,398.3873293,6718.91,163.5606472,1024,0,832,128,0,0,0,1,3,5,9.89912,6.54834,8.48395,915,0.105196597,2
 linker108_CH_linker94_N_jeb_relaxed,0.816687,0.649929,10.15873158,0.0557608,0.566459,6.49E-08,5.91E-07,1.114769304,8.97E-01,10.15873158,0.098437486,1.114769304,0.897046588,88293325.82,3.807159432,3.807159432,3.828445005,-1.48388E+11,98426689.34,109723051.9,3.828445005,0.0557608,0.566459,0.85334,84810.18813,3,373.2250908,6465.38,176.8160952,1408,0,800,96,0,0,0,2,3,4,12.85466,12.40841,12.84045,916,0.105311566,2
 linker107_C_linker18_C_lvt_relaxed_interp_2,0.699363,0.356568,5.472316369,0.0453192,0.248001,2.55E-08,3.19E-08,4.36565648,2.29E-01,5.472316369,0.182737973,4.36565648,0.229060625,989306.6957,3.259235654,3.259235654,3.828342124,-25438134845,4318973.187,18855153.28,3.828342124,0.0453192,0.248001,0.811901,50566.80194,3,380.7365621,5031.95,152.8228263,576,0,384,160,128,0,0,1,1,5,16.5279,11.45016,16.5279,917,0.105426535,2
 linker92_C_linker94_C_etc_relaxed,0.772819,0.46004,7.885866652,0.0501799,0.395712,8.59E-08,3.65E-07,1.854366212,5.39E-01,7.885866652,0.126809144,1.854366212,0.539267807,29497429.64,3.702124212,3.702124212,3.828293857,-1.371E+11,54699036.88,101432045.8,3.828293857,0.0501799,0.395712,0.911811,30008.27564,3,234.0226774,6274.63,147.9625306,336,0,192,0,0,0,0,2,2,5,29.04613,28.82166,29.04613,918,0.105541504,2
 linker94_C_linker92_C_etc_relaxed,0.772819,0.46004,7.885866652,0.0501799,0.395712,8.59E-08,3.65E-07,1.854366212,5.39E-01,7.885866652,0.126809144,1.854366212,0.539267807,29497429.64,3.702124212,3.702124212,3.828293857,-1.371E+11,54699036.88,101432045.8,3.828293857,0.0501799,0.395712,0.911952,30008.27564,3,234.0226774,6274.63,147.1867038,336,0,192,0,0,0,0,2,2,5,29.04613,28.82166,29.04613,919,0.105656473,2
 linker92_C_linker8_C_hcb_relaxed,0.770917,0.661166,8.983980601,0.0498583,0.447926,7.67E-08,3.97E-07,1.73604295,5.76E-01,8.983980601,0.111309234,1.73604295,0.576022615,34021301.05,3.715716431,3.715716431,3.827290816,-1.38603E+11,59062439.84,102534932.3,3.827290816,0.0498583,0.447926,0.779832,23211.00462,2,556.6886016,4716.88,161.5126857,360,0,144,72,144,0,0,1,1,0,8.67672,6.53875,8.67667,920,0.105771442,2
 linker91_C_linker70_C_kgd-a_relaxed,0.677779,0.497344,9.770797903,0.0425127,0.415383,7.52E-08,3.25E-07,2.26270766,4.42E-01,9.770797903,0.102345787,2.26270766,0.441948387,18203753.48,3.652205235,3.652205235,3.826614387,-1.25936E+11,41189772.46,93200413.67,3.826614387,0.0425127,0.415383,0.710783,34909.36105,2,488.446934,5004.9,141.0541175,432,0,324,216,108,0,0,2,3,0,9.7973,6.16437,9.78546,921,0.105886411,2
 linker103_C_linker91_C_jph_relaxed,0.835711,1.53307,20.97489453,0.0639741,1.34185,2.28E-08,2.03E-07,2.350309752,4.25E-01,20.97489453,0.047676044,2.350309752,0.425475833,16504131.1,3.64167383,3.64167383,3.826341008,-1.23182E+11,38789820.27,91168092.87,3.826341008,0.0639741,1.34185,0.793284,106056.5816,3,625.854784,3972.44,109.762785,1184,0,384,384,0,0,0,2,2,7,6.92755,5.73989,6.92507,922,0.10600138,2
 linker110_CH_linker99_N_brl_relaxed,0.725186,0.525551,7.872673347,0.0464616,0.365777,8.88E-08,3.41E-07,2.053157013,4.87E-01,7.872673347,0.127021655,2.053157013,0.487054811,23005871.08,3.676284007,3.676284007,3.826176325,-1.31064E+11,47234665.55,96980184.81,3.826176325,0.0464616,0.365777,0.751561,75176.49817,3,457.0390666,4506.22,165.340528,1440,0,1368,144,0,0,0,2,2,10,12.01385,11.06214,11.97822,923,0.106116349,2
 linker93_C_linker93_C_twt_relaxed_interp_2,0.720466,0.484865,7.786106292,0.0480678,0.374261,8.29E-08,2.83E-07,2.276447278,4.39E-01,7.786106292,0.1284339,2.276447278,0.439280984,17866544.3,3.649991986,3.649991986,3.826006982,-1.25107E+11,40672246.13,92588223.97,3.826006982,0.0480678,0.374261,0.747486,89528.60555,3,431.421834,4735.08,162.2090445,1728,0,1152,96,0,0,0,1,2,4,10.39974,9.80864,10.39821,924,0.106231318,2
 linker91_C_linker78_C_fxt_relaxed,0.725843,0.344052,5.437358953,0.0458182,0.24913,1.11E-07,2.27E-07,2.668865871,3.75E-01,5.437358953,0.183912817,2.668865871,0.374690992,11616446.22,3.602440389,3.602440389,3.825401991,-1.11771E+11,31002736.86,82742146.32,3.825401991,0.0458182,0.24913,0.830764,39201.74624,2,366.2838881,5991.98,152.7119257,378,0,216,216,54,0,0,1,3,0,22.81144,20.78711,22.81144,925,0.106346287,2
 linker105_C_linker49_C_kgm_relaxed,0.697641,0.683171,9.400917544,0.0470386,0.442206,6.05E-08,2.05E-07,2.766913444,3.61E-01,9.400917544,0.106372596,2.766913444,0.361413546,10426837.01,3.589862079,3.589862079,3.825175722,-1.07823E+11,28850155.5,79825883.1,3.825175722,0.0470386,0.442206,0.72294,56351.60792,2,499.0510457,3074.05,144.2373825,1008,0,504,144,144,0,0,1,1,0,17.23664,16.34272,17.23656,926,0.106461255,2
 linker99_CO_linker70_NH_sql_relaxed,0.726874,0.435385,6.461095038,0.0461445,0.298144,1.13E-07,4.03E-07,1.806405071,5.54E-01,6.461095038,0.154772526,1.806405071,0.553585691,30694183.79,3.704580804,3.704580804,3.824889027,-1.35383E+11,55446129.24,100158169,3.824889027,0.0461445,0.298144,0.780269,27306.43795,2,436.7632666,5999.66,157.7862222,336,0,264,96,96,0,0,1,1,0,9.5797,6.24789,9.52492,927,0.106576224,2
 linker107_N_linker48_CH_sql_relaxed,0.774375,0.493608,6.578437741,0.0494169,0.325086,8.72E-08,2.22E-07,2.586061486,3.87E-01,6.578437741,0.152011775,2.586061486,0.386688408,12648408.63,3.611821244,3.611821244,3.824602783,-1.14272E+11,32709562.41,84588939.55,3.824602783,0.0494169,0.325086,0.812558,29674.6069,2,403.3522558,6585.84,178.4580477,432,0,336,120,0,0,0,1,1,0,9.77329,7.46665,9.77329,928,0.106691193,2
 linker91_C_linker91_C_ete_relaxed,0.922277,1.47143,16.21192591,0.0650114,1.05396,2.80E-08,1.86E-07,2.436124804,4.10E-01,16.21192591,0.061682986,2.436124804,0.410488001,14852826.86,3.629498149,3.629498149,3.824286724,-1.19092E+11,36183339.91,88147131.84,3.824286724,0.0650114,1.05396,0.856371,41201.54994,3,679.4763647,3517.04,129.6895132,324,0,0,324,0,0,0,2,3,7,7.26836,6.68182,7.26402,929,0.106806162,2
 linker105_N_linker85_CH_cds_relaxed_interp_2,0.725467,0.442036,6.695800371,0.0479971,0.321379,1.00E-07,3.30E-07,2.035748529,4.91E-01,6.695800371,0.149347344,2.035748529,0.491219807,23200807.13,3.67629802,3.67629802,3.824139988,-1.29944E+11,47231008.97,96150457.02,3.824139988,0.0479971,0.321379,0.765921,30576.20938,3,460.9624982,5317.47,159.271623,448,0,288,128,64,0,0,1,2,3,10.55733,6.45221,10.44224,930,0.106921131,2
 linker103_C_linker65_C_qzd_relaxed,0.75994,0.689492,9.600947612,0.048332,0.464033,4.88E-08,1.50E-07,3.118993053,3.21E-01,9.600947612,0.104156385,3.118993053,0.320616296,6951933.943,3.540018858,3.540018858,3.8235157,-91325229578,21683033.67,67629231.39,3.8235157,0.048332,0.464033,0.739166,46380.09323,3,549.598871,4300.98,159.2318167,999,0,324,216,0,0,0,1,2,4,8.1858,7.06662,8.18578,931,0.1070361,2
 linker91_C_linker46_C_hcb_relaxed,0.820543,0.690188,8.634926072,0.052551,0.453774,7.21E-08,3.26E-07,1.909915212,5.24E-01,8.634926072,0.115808751,1.909915212,0.523583452,26769004.04,3.69028298,3.69028298,3.823163013,-1.31979E+11,51126528.02,97647333.57,3.823163013,0.052551,0.453774,0.807558,22567.95902,2,514.3880521,4269.36,152.4582822,396,0,216,144,0,0,0,1,1,0,7.20104,6.81088,7.20104,932,0.107151069,2
 linker97_C_linker3_C_qtz_relaxed,0.704801,0.449028,14.76894543,0.0459372,0.678444,1.97E-08,7.66E-08,3.806845192,2.63E-01,14.76894543,0.067709641,3.806845192,0.262684703,2758972.409,3.413782312,3.413782312,3.822708926,-53965081234,10502980.85,39983222.14,3.822708926,0.0459372,0.678444,0.85965,83995.3878,3,259.8489531,4988.52,131.8724342,984,0,648,48,0,0,0,1,1,4,38.37118,38.29622,38.37118,933,0.107266038,2
 linker92_C_linker70_C_hcb_relaxed,0.70263,0.527129,7.772858759,0.0454246,0.353079,9.02E-08,3.43E-07,2.041110019,4.90E-01,7.772858759,0.128652794,2.041110019,0.489929494,22813038.42,3.673818429,3.673818429,3.822292266,-1.28445E+11,46563921.29,95042086.28,3.822292266,0.0454246,0.353079,0.721455,22918.60191,2,490.8435968,6545.63,161.2796904,360,0,288,72,72,0,0,1,1,0,7.6835,6.58309,7.68349,934,0.107381007,2
 linker108_C_linker64_C_nfc_relaxed,0.808965,1.0367,13.55045796,0.0560308,0.759243,3.29E-08,1.55E-07,2.885499337,3.47E-01,13.55045796,0.073798244,2.885499337,0.346560468,8962970.864,3.570786448,3.570786448,3.821573702,-1.00792E+11,25862646.49,74626649.3,3.821573702,0.0560308,0.759243,0.772038,37741.09163,3,577.7954304,4974.42,138.289596,832,0,320,128,64,0,0,1,2,9,8.73484,5.22542,8.61991,935,0.107495976,2
 linker105_N_linker6_CH_cdl_relaxed_interp_2,0.742676,0.595452,8.92714304,0.0506815,0.452441,7.49E-08,4.31E-07,1.55253668,6.44E-01,8.92714304,0.112017921,1.55253668,0.644107165,41964708.39,3.733269019,3.733269019,3.82108294,-1.3675E+11,65151749.05,101150480.2,3.82108294,0.0506815,0.452441,0.753684,61953.59208,3,533.8789519,4781.97,152.7412725,896,0,448,256,320,0,0,1,3,5,9.37786,6.35279,7.3144,936,0.107610945,2
 linker108_N_linker42_CH_kgm_relaxed,0.796448,0.451809,6.308167194,0.0499229,0.314922,1.08E-07,4.47E-07,1.524084191,6.56E-01,6.308167194,0.158524651,1.524084191,0.656131732,43666451.69,3.737054463,3.737054463,3.821026423,-1.37131E+11,66551348.69,101429858.4,3.821026423,0.0499229,0.314922,0.891882,27036.23944,2,344.1262241,5755.31,153.473596,324,0,126,72,36,0,0,1,1,0,20.37573,18.21368,20.37573,937,0.107725914,2
 linker103_C_linker103_C_unc_relaxed,0.763882,0.681707,8.942942295,0.0519404,0.4645,6.10E-08,2.17E-07,2.51572272,3.98E-01,8.942942295,0.111820022,2.51572272,0.397500087,13366300.11,3.616685635,3.616685635,3.820966179,-1.14284E+11,33625904.87,84593452.85,3.820966179,0.0519404,0.4645,0.768657,33357.69012,3,497.5792903,4121.32,167.0633526,800,0,384,0,0,0,0,1,2,5,11.84642,11.65908,11.84547,938,0.107840883,2
 linker91_C_linker57_C_cem-a_relaxed,0.766049,0.676706,9.747453169,0.0493849,0.481377,6.59E-08,3.22E-07,1.994974588,5.01E-01,9.747453169,0.102590901,1.994974588,0.501259518,23776140.44,3.677105289,3.677105289,3.820128935,-1.27889E+11,47432795.98,94627222.63,3.820128935,0.0493849,0.481377,0.781967,110916.2849,2,528.6249208,4148.89,159.9666732,1800,0,720,720,180,0,0,3,5,0,13.29629,10.36402,13.28944,939,0.107955852,2
 linker105_N_linker7_CH_cdl_relaxed_interp_2,0.73483,0.535559,8.492468426,0.0493124,0.418784,7.62E-08,3.31E-07,1.952633763,5.12E-01,8.492468426,0.117751395,1.952633763,0.512128807,24990148.15,3.682102584,3.682102584,3.82009446,-1.28778E+11,48796607.02,95281902.36,3.82009446,0.0493124,0.418784,0.756343,61795.42015,3,428.7189769,6253.69,156.8995774,1024,0,832,128,64,0,0,1,3,5,8.61909,6.44609,8.43513,940,0.108070821,2
 linker105_C_linker82_C_dia_relaxed,0.742238,0.470139,6.614711908,0.0476376,0.315109,1.03E-07,3.63E-07,1.867711766,5.35E-01,6.614711908,0.151178164,1.867711766,0.535414521,27639751.78,3.692043277,3.692043277,3.819832264,-1.3032E+11,51623089.6,96417051.82,3.819832264,0.0476376,0.315109,0.780671,32482.22688,3,449.5074767,5805.41,178.1976491,528,0,336,96,48,0,0,1,1,3,10.11976,8.51574,9.11055,941,0.10818579,2
 linker108_CO_linker78_NH_sql_relaxed,0.757868,0.453879,6.610277893,0.0486267,0.321436,9.14E-08,2.56E-07,2.355865723,4.24E-01,6.610277893,0.15127957,2.355865723,0.424472409,15793374.78,3.634430708,3.634430708,3.819750514,-1.18434E+11,37207070.29,87654861.58,3.819750514,0.0486267,0.321436,0.82323,27961.88716,2,417.9671018,5551.17,175.8147927,360,0,216,96,72,0,0,1,1,0,12.07424,10.80696,12.07421,942,0.108300759,2
 linker108_CH_linker11_N_kgm_relaxed,0.774943,0.423565,5.799270028,0.0486594,0.282189,9.96E-08,2.29E-07,2.521208322,3.97E-01,5.799270028,0.172435495,2.521208322,0.396635213,13192675.75,3.61478749,3.61478749,3.819726826,-1.13292E+11,33261483.9,83859130,3.819726826,0.0486594,0.282189,0.852853,24551.93686,2,352.2136116,6797.39,168.5422612,288,0,234,108,0,0,0,1,1,0,17.21443,14.55485,17.21443,943,0.108415728,2
 linker92_C_linker64_C_cem-a_relaxed,0.776178,0.470896,6.49954934,0.0487063,0.316569,7.23E-08,1.54E-07,3.056187746,3.27E-01,6.49954934,0.153856821,3.056187746,0.327205029,7312758.994,3.545312183,3.545312183,3.819670822,-92239691102,22349164.42,68303242.43,3.819670822,0.0487063,0.316569,0.832488,112312.8578,2,415.53595,6327.97,174.464331,1620,0,720,360,180,0,0,3,5,0,14.52232,11.83842,14.50315,944,0.108530697,2
 linker107_N_linker5_CH_cdl_relaxed_interp_2,0.731688,0.532908,8.357147788,0.0492558,0.411638,7.94E-08,3.73E-07,1.777365517,5.63E-01,8.357147788,0.119658049,1.777365517,0.562630472,30886496.49,3.702914364,3.702914364,3.819638821,-1.31889E+11,54896593.82,97571312.88,3.819638821,0.0492558,0.411638,0.755422,61414.74906,3,429.6722669,5915.1,156.6657635,1024,0,896,192,0,0,0,1,3,5,9.48745,6.59,8.36431,945,0.108645666,2
 linker109_C_linker67_C_cdl_relaxed,0.748059,0.771639,11.67760262,0.0500947,0.584986,4.31E-08,1.78E-07,2.832305222,3.53E-01,11.67760262,0.085634015,2.832305222,0.353069292,9391092.884,3.575697072,3.575697072,3.819463172,-1.01752E+11,26598441.42,75334904.53,3.819463172,0.0500947,0.584986,0.739771,62607.15983,3,535.2390971,5019.6,149.2166088,1260,0,720,144,144,0,0,1,3,5,7.64557,5.99567,7.64553,946,0.108760635,2
 linker99_CH2_linker49_NH_sql_relaxed,0.7323,0.424588,6.217864584,0.0461718,0.28709,1.10E-07,3.46E-07,1.981625103,5.05E-01,6.217864584,0.160826918,1.981625103,0.50463632,24051640.42,3.677962852,3.677962852,3.819403431,-1.27647E+11,47661334.43,94446896.77,3.819403431,0.0461718,0.28709,0.788978,27278.98532,2,405.1192489,5642.41,175.5141325,384,0,312,96,24,0,0,1,1,0,11.56186,10.59344,11.56186,947,0.108875604,2
 linker108_C_linker94_C_hst_relaxed_interp_2,0.805269,0.842804,18.16008433,0.0524611,0.952698,2.93E-08,2.11E-07,2.530292816,3.95E-01,18.16008433,0.055065824,2.530292816,0.395211176,13030153.92,3.61325042,3.61325042,3.819282222,-1.12703E+11,32970104.85,83424019.43,3.819282222,0.0524611,0.952698,0.80525,72202.66696,3,444.3109856,5294.26,166.6502994,1536,0,864,0,0,0,0,2,2,7,10.93693,8.41932,10.92229,948,0.108990573,2
 linker110_C_linker79_C_unf_relaxed,0.543668,0.944686,20.64984345,0.0370797,0.76569,3.53E-08,2.77E-07,2.634894376,3.80E-01,20.64984345,0.048426517,2.634894376,0.379521854,11625780.01,3.600382976,3.600382976,3.819143035,-1.09034E+11,30632702.37,80713935.2,3.819143035,0.0370797,0.76569,0.515183,80807.03976,3,726.9057123,2296.28,90.747857,2304,0,2304,384,0,0,0,1,3,13,10.61716,4.68906,10.61716,949,0.109105542,2
 linker108_C_linker69_C_gis_relaxed,0.734347,0.62317,9.089936625,0.0519766,0.472464,2.63E-08,6.21E-08,3.854878887,2.59E-01,9.089936625,0.110011768,3.854878887,0.259411522,2500681.239,3.398867733,3.398867733,3.818943152,-50153286905,9639823.311,37160351.36,3.818943152,0.0519766,0.472464,0.753327,91389.39877,3,509.8468328,5009.47,160.5052638,1792,0,896,256,128,0,0,1,2,9,11.35089,6.33007,7.6639,950,0.10922051,2
 linker108_C_linker62_C_nfc_relaxed,0.800242,0.981013,13.02361613,0.0548608,0.714486,4.13E-08,2.33E-07,2.308920664,4.33E-01,13.02361613,0.07678359,2.308920664,0.433102798,16527545.08,3.638881033,3.638881033,3.818695176,-1.19054E+11,38160790.36,88110237.44,3.818695176,0.0548608,0.714486,0.775821,37840.85619,3,567.8449431,5030.26,138.9528286,832,0,256,192,0,0,0,1,2,9,8.74359,5.44146,8.53437,951,0.109335479,2
 linker92_C_linker11_C_hca_relaxed,0.659731,0.373849,7.766353164,0.0416158,0.323203,6.27E-08,1.49E-07,3.264013943,3.06E-01,7.766353164,0.128760562,3.264013943,0.30637124,5676679.812,3.512630608,3.512630608,3.818375171,-81659757900,18528762.06,60478137.71,3.818375171,0.0416158,0.323203,0.792751,24380.14276,2,342.4419739,3643.79,141.3344902,270,0,270,108,0,0,0,1,2,0,25.69309,24.8976,25.68838,952,0.109450448,2
 linker108_CO_linker10_NH_sql_relaxed,0.756821,0.536206,7.844559397,0.0495662,0.388825,5.73E-08,1.46E-07,3.086425371,3.24E-01,7.844559397,0.127476885,3.086425371,0.32399941,6981681.203,3.538956037,3.538956037,3.817679829,-89812827632,21548438,66507645.75,3.817679829,0.0495662,0.388825,0.806348,28345.41946,2,493.8484219,4594.89,169.1643053,384,0,168,96,144,0,0,1,1,0,11.81791,9.45109,11.81788,953,0.109565417,2
 linker104_C_linker52_C_kgm_relaxed,0.638743,0.58313,9.692678484,0.0453499,0.439562,5.84E-08,2.05E-07,2.758409956,3.63E-01,9.692678484,0.103170656,2.758409956,0.362527694,10064572.16,3.583190936,3.583190936,3.817418796,-1.03439E+11,27762216.05,76579573.15,3.817418796,0.0453499,0.439562,0.697121,55938.77062,2,566.9091096,2637.76,135.3757242,1080,0,648,144,216,0,0,1,1,0,17.46524,15.25782,17.46515,954,0.109680386,2
 linker107_N_linker63_CH_cdl_relaxed_interp_2,0.722598,0.377557,5.604181523,0.0465572,0.260915,1.05E-07,2.30E-07,2.557133026,3.91E-01,5.604181523,0.178438189,2.557133026,0.391062956,12521420.68,3.608140213,3.608140213,3.817410893,-1.10611E+11,32018938.35,81876684.7,3.817410893,0.0465572,0.260915,0.764561,60275.14919,3,444.7585174,5491.7,162.3531037,832,0,640,320,64,0,0,1,3,5,9.50015,7.10184,8.97669,955,0.109795355,2
 linker99_C_linker58_C_qtz_relaxed,0.841129,0.817446,10.12386433,0.0572239,0.579327,4.57E-08,1.73E-07,2.667383221,3.75E-01,10.12386433,0.098776511,2.667383221,0.374899262,11106886.21,3.594552696,3.594552696,3.817330148,-1.06749E+11,29626321.92,79024753.99,3.817330148,0.0572239,0.579327,0.804597,26889.08114,3,510.7547896,5060.66,181.2380963,540,0,270,108,0,0,0,1,1,4,7.63388,6.18175,7.49046,956,0.109910324,2
 linker99_CO_linker4_NH_cds_relaxed_interp_2,0.771577,0.71422,10.31404728,0.0516833,0.533064,5.69E-08,2.75E-07,2.137246696,4.68E-01,10.31404728,0.09695515,2.137246696,0.467891705,19833893.19,3.657359833,3.657359833,3.817113691,-1.2243E+11,42389922.69,90597722.21,3.817113691,0.0516833,0.533064,0.766832,27928.35125,3,536.9804003,4759.65,157.3832663,448,0,256,96,128,0,0,1,2,3,8.74904,6.1151,8.41628,957,0.110025293,2
 linker91_C_linker2_C_tth-a_relaxed,0.758556,0.389001,7.081850237,0.0479852,0.339824,9.67E-08,4.24E-07,1.613408077,6.20E-01,7.081850237,0.141206036,1.613408077,0.619805996,37673088.34,3.721023938,3.721023938,3.816902124,-1.32574E+11,60782065.02,98066274.67,3.816902124,0.0479852,0.339824,0.866622,115979.3248,2,334.3014927,6270.46,163.0982827,1296,0,648,324,162,0,0,4,7,0,23.87627,22.21302,23.87627,958,0.110140262,2
